Unnamed: 0,property_type,sector,society,price,price_per_sqft,built_up_area,bedRoom,bathroom,balcony,floorNum,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
1850,flat,sector 69,tulip violet,1.28,8111.53,1428.0,3,3,2,12.0,Relatively New,0,0,0,1,0,2,49,"28.3966° N, 77.0341° E",28.3966,77.0341
1851,flat,sector 61,suposhaa smartworld orchard,2.25,14525.5,1721.0,3,3,2,3.0,Under Construction,0,0,0,0,0,1,0,"28.4050° N, 77.0963° E",28.405,77.0963
1852,flat,sector 107,m3m woodshire,0.9,6588.58,1236.0,2,2,3+,14.0,New Property,0,0,0,0,0,1,67,"28.5052° N, 76.9729° E",28.5052,76.9729
1853,flat,sector 50,unitech fresco,1.8,9589.77,1870.0,3,4,3+,6.0,Moderately Old,0,1,0,0,0,2,174,"28.4178° N, 77.0628° E",28.4178,77.0628
1854,flat,sector 111,puri diplomatic greens,2.65,11963.88,2005.0,3,4,3+,19.0,Relatively New,1,1,1,1,0,1,65,"28.5238° N, 77.0320° E",28.5238,77.032
1855,flat,sector 103,satya the hermitage,0.8,5517.24,1450.0,2,2,0,10.0,Relatively New,0,0,0,0,0,1,61,"28.4949° N, 76.9845° E",28.4949,76.9845
1856,house,sector 12,project mianwali colony,1.7,9444.44,2000.0,1,1,2,1.0,Old Property,0,0,0,0,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
1857,flat,sector 102,conscient heritage max,1.75,9011.33,1757.0,3,4,3+,13.0,Relatively New,0,1,0,0,0,2,94,"28.4750° N, 76.9715° E",28.475,76.9715
1858,house,sector 22,independent,4.75,20067.6,2367.0,7,5,3+,3.0,Old Property,0,0,0,1,1,2,49,"28.5072° N, 77.0640° E",28.5072,77.064
1859,house,sector 14,independent,6.46,18888.89,3420.0,5,5,2,3.0,Moderately Old,1,1,0,1,0,2,27,"28.4711° N, 77.0454° E",28.4711,77.0454
1860,flat,sector 83,vatika lifestyle homes,1.3,4545.45,2588.0,3,3,1,6.0,Relatively New,0,0,0,0,0,1,79,"28.3986° N, 76.9647° E",28.3986,76.9647
1861,house,sector 24,independent,2.6,24074.07,1080.0,4,4,3+,4.0,Relatively New,1,0,1,1,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
1862,flat,sector 95,signature the roselia,0.41,7295.37,670.0,2,2,2,12.0,New Property,0,0,0,0,0,2,93,"28.4172° N, 76.9081° E",28.4172,76.9081
1863,house,sector 38,independent,3.5,20325.2,1722.0,3,2,2,1.0,Moderately Old,0,0,0,0,0,1,0,"28.4347° N, 77.0430° E",28.4347,77.043
1864,flat,sector 86,dlf the skycourt,1.56,8087.09,1580.0,3,4,3+,17.0,Relatively New,0,0,1,0,0,1,174,"28.3986° N, 76.9384° E",28.3986,76.9384
1865,flat,sector 99,assotech blith,1.15,6594.04,1235.0,2,2,2,2.0,New Property,0,0,0,0,1,2,72,"28.4640° N, 76.9614° E",28.464,76.9614
1866,flat,sector 92,sare homes,0.95,4250.56,1983.0,4,3,2,16.0,New Property,0,0,0,0,0,1,95,"28.4079° N, 76.9153° E",28.4079,76.9153
1867,flat,sector 61,smart world orchard,2.2,13496.93,1778.0,3,3,2,1.0,Under Construction,0,0,0,0,0,1,49,"28.4050° N, 77.0963° E",28.405,77.0963
1868,flat,sector 112,experion windchants,5.49,11584.72,3655.35,4,5,3+,5.0,Relatively New,0,1,0,0,0,2,168,"28.5189° N, 77.0183° E",28.5189,77.0183
1869,flat,sector 67,ansal api esencia,1.0,6435.01,1406.0,3,3,3+,2.0,Moderately Old,0,0,0,0,0,1,9,"28.3859° N, 77.0608° E",28.3859,77.0608
1870,flat,sector 12,ss radiance residency,0.6,5660.38,1178.0,3,3,2,3.0,Relatively New,0,0,0,0,0,1,44,"28.4723° N, 77.0320° E",28.4723,77.032
1871,flat,sector 92,sare petioles,1.3,6372.55,2040.0,4,4,0,7.0,Relatively New,0,0,0,0,0,1,0,"28.4079° N, 76.9153° E",28.4079,76.9153
1873,flat,sector 67,bestech park view spa next,2.35,12144.7,1751.0,3,4,3+,14.0,Moderately Old,0,1,0,0,0,2,156,"28.3859° N, 77.0608° E",28.3859,77.0608
1874,house,sector 43,independent,15.5,28233.15,5490.0,5,6,3,3.0,Moderately Old,1,1,1,1,0,1,76,"28.4629° N, 77.0772° E",28.4629,77.0772
1876,flat,sector 72,tata primanti,3.19,12152.38,2376.0,4,5,3+,20.0,Relatively New,0,1,0,0,0,2,159,"28.4225° N, 77.0211° E",28.4225,77.0211
1877,flat,sector 102,shapoorji pallonji joyville gurugram,0.95,10382.51,915.0,2,2,2,14.0,Relatively New,0,0,0,0,0,1,0,"28.4750° N, 76.9715° E",28.475,76.9715
1878,house,sector 4,independent,0.5,9259.26,540.0,2,3,2,3.0,Old Property,0,0,0,0,0,1,0,"28.4738° N, 77.0107° E",28.4738,77.0107
1879,flat,sector 113,la vida by tata housing,1.9,18500.49,1285.0,3,2,2,10.0,Relatively New,0,0,0,1,0,2,174,"28.5287° N, 77.0233° E",28.5287,77.0233
1880,flat,sector 92,signature global city 92,0.78,7722.77,846.0,2,2,3,2.0,Under Construction,0,0,0,0,1,1,24,"28.4079° N, 76.9153° E",28.4079,76.9153
1881,house,sector 48,vipul tatvam villa,8.5,26234.57,3240.0,4,4,2,2.0,Moderately Old,0,1,1,1,0,1,88,"28.4177° N, 77.0359° E",28.4177,77.0359
1882,flat,sector 52,residency grand,5.0,7692.31,5778.0,5,7,3+,1.0,Moderately Old,0,1,0,1,0,1,77,"28.4379° N, 77.0785° E",28.4379,77.0785
1883,flat,sector 103,indiabulls centrum park,1.9,5681.82,3716.0,3,4,3+,10.0,Relatively New,1,1,0,1,1,2,49,"28.4949° N, 76.9845° E",28.4949,76.9845
1884,flat,sector 83,vatika gurgaon,1.1,6162.46,1600.0,3,3,3+,5.0,Relatively New,0,0,0,0,0,2,96,"28.3986° N, 76.9647° E",28.3986,76.9647
1885,flat,sector 79,godrej,1.3,8269.72,1423.0,2,2,3,3.0,New Property,1,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
1886,house,sector 55,independent,3.1,20025.84,1548.0,5,4,3+,2.0,Moderately Old,0,1,1,0,0,2,59,"28.4281° N, 77.1100° E",28.4281,77.11
1887,flat,sector 71,signature andour heights,0.65,10172.14,590.0,2,2,1,10.0,Relatively New,0,0,0,0,0,2,23,"28.4104° N, 77.0281° E",28.4104,77.0281
1888,flat,sector 90,green court,0.45,7188.5,696.0,2,2,1,2.0,New Property,0,0,0,0,0,2,42,"28.4085° N, 76.9369° E",28.4085,76.9369
1889,flat,sector 111,kashish manor one,1.65,7096.77,2104.0,3,4,3+,14.0,Under Construction,0,1,0,0,1,1,8,"28.5238° N, 77.0320° E",28.5238,77.032
1890,flat,sector 52,ardee city,1.55,7380.95,2100.0,4,4,3,1.0,Moderately Old,0,0,0,0,0,1,0,"28.4379° N, 77.0785° E",28.4379,77.0785
1891,flat,sector 84,antriksh heights,1.05,5011.93,1896.0,4,4,3+,3.0,New Property,1,0,0,0,0,1,66,"28.3979° N, 76.9736° E",28.3979,76.9736
1893,house,sector 43,ansal sushant lok,10.5,27910.69,3762.0,4,4,2,2.0,Old Property,0,1,0,0,0,1,59,"28.4629° N, 77.0772° E",28.4629,77.0772
1895,flat,sector 99,pivotal riddhi siddhi,0.5,8517.89,652.0,2,1,2,7.0,New Property,0,0,0,0,0,1,24,"28.4640° N, 76.9614° E",28.464,76.9614
1896,flat,sector 86,dlf the skycourt,1.58,8190.77,1750.0,3,3,1,16.0,Relatively New,0,0,0,1,0,2,152,"28.3986° N, 76.9384° E",28.3986,76.9384
1897,flat,sector 37d,signature global city 37d ph 2,1.07,8237.11,1450.0,3,3,2,2.0,Under Construction,0,0,0,0,0,1,86,"28.4478° N, 76.9703° E",28.4478,76.9703
1898,flat,sector 113,m3m capital,2.0,12012.01,1507.0,3,3,2,24.0,Under Construction,0,0,0,0,0,1,47,"28.5287° N, 77.0233° E",28.5287,77.0233
1899,house,sector 82,vatika signature villas,4.7,21759.26,2160.0,3,3,3+,3.0,New Property,0,1,0,0,0,1,33,"28.3935° N, 76.9600° E",28.3935,76.96
1900,flat,sector 81,signature global synera,0.4,6319.12,586.0,2,2,1,12.0,Relatively New,0,0,0,0,0,1,23,"28.3867° N, 76.9485° E",28.3867,76.9485
1901,flat,sector 21,surya vihar rwa,1.3,6500.0,2400.0,5,5,2,2.0,Old Property,1,1,1,0,0,2,42,"28.5134° N, 77.0723° E",28.5134,77.0723
1902,flat,sector 103,indiabulls centrum park,1.35,7541.9,1620.0,3,3,3+,3.0,Relatively New,1,0,0,0,0,2,168,"28.4949° N, 76.9845° E",28.4949,76.9845
1903,house,sector 12,project mianwali colony,2.0,14814.81,1350.0,5,5,2,3.0,Old Property,0,0,0,0,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
1904,flat,sector 79,godrej,1.12,7147.42,1325.0,2,2,3,6.0,Relatively New,1,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
1905,flat,sector 102,shapoorji pallonji joyville gurugram,1.24,10205.76,1100.0,2,2,2,10.0,Relatively New,0,0,0,0,0,1,141,"28.4750° N, 76.9715° E",28.475,76.9715
1906,flat,sector 77,emaar mgf palm hills,1.25,8620.69,1611.0,3,4,3,1.0,Relatively New,0,1,0,0,0,2,104,"28.3801° N, 76.9845° E",28.3801,76.9845
1907,flat,sector 54,suncity heights,3.85,16445.96,2119.0,3,3,3+,8.0,Old Property,0,1,0,0,0,1,67,"28.4348° N, 77.1089° E",28.4348,77.1089
1908,flat,sector 85,ss the leaf,2.3,8179.23,2545.0,4,4,3+,8.0,Relatively New,0,1,0,0,0,1,21,"28.4042° N, 76.9513° E",28.4042,76.9513
1909,flat,sector 79,mapsko mount ville,1.3,8724.83,1176.0,3,3,3,19.0,Relatively New,0,0,1,0,0,2,102,"28.3624° N, 76.9787° E",28.3624,76.9787
1910,flat,sector 70,krrish florence estate,1.65,7764.71,1923.0,3,4,3+,27.0,New Property,1,1,0,0,0,1,81,"28.3968° N, 77.0233° E",28.3968,77.0233
1911,flat,sector 2,ansal api celebrity suites,0.6,8163.27,665.0,1,1,1,5.0,Moderately Old,0,0,0,0,0,2,67,"28.5095° N, 77.0320° E",28.5095,77.032
1912,flat,sector 66,emaar mgf the palm drive,3.5,15901.86,2200.0,3,3,2,4.0,Relatively New,1,0,0,0,0,1,89,"28.3925° N, 77.0541° E",28.3925,77.0541
1913,flat,sector 92,sare crescent parc royal greens phase 1,0.79,6086.29,1175.0,3,2,2,15.0,New Property,0,0,0,0,0,1,25,"28.4079° N, 76.9153° E",28.4079,76.9153
1914,flat,sector 104,zara aavaas,0.65,8519.0,848.0,3,2,2,7.0,New Property,0,0,0,0,0,1,65,"28.4788° N, 76.9960° E",28.4788,76.996
1915,flat,sector 71,chd avenue,1.3,5531.91,2127.0,4,4,3,5.0,Moderately Old,0,1,0,0,0,1,126,"28.4104° N, 77.0281° E",28.4104,77.0281
1918,house,sector 50,unitech aspen greens,7.0,32407.41,2160.0,4,4,2,2.0,Old Property,0,1,0,0,0,1,29,"28.4178° N, 77.0628° E",28.4178,77.0628
1919,flat,sector 71,chd avenue,0.79,6594.32,1084.0,2,2,2,8.0,Relatively New,0,0,0,0,1,1,0,"28.4104° N, 77.0281° E",28.4104,77.0281
1920,flat,sector 92,sare homes,1.19,5219.3,2533.0,4,3,3,14.0,Relatively New,0,1,0,0,0,1,100,"28.4079° N, 76.9153° E",28.4079,76.9153
1921,flat,sector 89,nbcc heights,0.75,6578.95,1032.0,2,2,2,6.0,Moderately Old,0,0,0,0,0,1,0,"28.4253° N, 76.9439° E",28.4253,76.9439
1922,house,sector 109,international city by sobha phase 2,12.5,26669.51,4500.0,5,6,3,3.0,Relatively New,1,1,1,1,0,1,63,"28.5073° N, 77.0089° E",28.5073,77.0089
1923,flat,sector 4,shreeram apartment ii,0.21,4666.67,500.0,1,1,1,2.0,Relatively New,0,0,0,0,0,1,7,"28.4738° N, 77.0107° E",28.4738,77.0107
1924,flat,sector 69,tulip violet,1.31,8517.56,1392.0,3,3,2,12.0,Relatively New,0,0,0,1,0,2,174,"28.3966° N, 77.0341° E",28.3966,77.0341
1925,flat,sector 48,central park resorts,3.65,15240.08,2395.0,3,3,3+,9.0,Relatively New,0,0,0,0,1,2,157,"28.4177° N, 77.0359° E",28.4177,77.0359
1926,flat,sector 107,m3m woodshire,1.45,6141.47,1900.0,3,4,3+,7.0,Relatively New,0,1,0,0,0,1,67,"28.5052° N, 76.9729° E",28.5052,76.9729
1927,flat,sector 92,green court,0.38,5507.25,767.0,2,2,1,7.0,Under Construction,0,0,0,0,0,1,35,"28.4079° N, 76.9153° E",28.4079,76.9153
1928,flat,sector 92,sare green parc phase 3,0.7,5279.03,1325.0,3,2,2,4.0,Relatively New,0,0,0,0,0,1,56,"28.4079° N, 76.9153° E",28.4079,76.9153
1929,flat,sector 90,shree vardhman flora,0.9,4615.38,1765.0,3,4,3,4.0,Relatively New,0,1,0,0,0,1,165,"28.4085° N, 76.9369° E",28.4085,76.9369
1930,flat,sector 104,godrej summit,1.25,6778.74,1669.0,3,4,3+,12.0,Relatively New,0,1,0,0,1,1,79,"28.4788° N, 76.9960° E",28.4788,76.996
1931,flat,sector 90,dlf new town heights,1.8,6600.66,2468.0,4,4,3+,23.0,Moderately Old,0,0,0,0,0,1,67,"28.4085° N, 76.9369° E",28.4085,76.9369
1932,flat,sector 110,my home,0.22,4400.0,556.0,2,2,1,1.0,New Property,0,0,0,0,0,2,0,"28.5145° N, 77.0197° E",28.5145,77.0197
1933,flat,sector 49,vatika city,2.64,11722.91,2252.0,3,4,3+,2.0,Moderately Old,0,1,0,1,0,2,140,"28.4121° N, 77.0480° E",28.4121,77.048
1934,flat,sector 103,satya the hermitage,0.89,6137.93,1257.0,2,3,3,1.0,Relatively New,0,1,0,0,0,1,75,"28.4949° N, 76.9845° E",28.4949,76.9845
1935,flat,sector 86,dlf the skycourt,1.55,8035.25,1500.0,3,3,3+,12.0,Relatively New,0,0,0,0,1,0,166,"28.3986° N, 76.9384° E",28.3986,76.9384
1936,house,sector 26,independent,23.0,25555.56,9000.0,4,4,3+,2.0,Relatively New,1,1,1,1,0,2,145,"28.4757° N, 77.1032° E",28.4757,77.1032
1937,flat,sector 89,smart world gems,0.95,8903.47,804.0,2,2,2,1.0,Under Construction,1,0,0,0,0,1,122,"28.4253° N, 76.9439° E",28.4253,76.9439
1938,flat,sector 37d,bptp terra,1.65,8790.62,1699.0,3,3,2,15.0,Relatively New,0,0,0,0,0,1,116,"28.4478° N, 76.9703° E",28.4478,76.9703
1939,flat,sector 92,apartment,0.75,4687.5,1778.0,3,4,3,2.0,Moderately Old,1,0,0,0,0,1,113,"28.4079° N, 76.9153° E",28.4079,76.9153
1940,flat,sector 63a,birla navya,2.1,16666.67,1400.0,2,2,2,2.0,Under Construction,0,0,0,0,0,1,38,"28.3923° N, 77.0888° E",28.3923,77.0888
1941,flat,sector 92,gls avenue 51,0.42,7106.6,657.0,2,2,1,4.0,Relatively New,1,0,0,1,0,2,42,"28.4079° N, 76.9153° E",28.4079,76.9153
1943,flat,sector 43,the rama apartment cghs,2.5,10204.08,2722.0,4,4,3+,4.0,Moderately Old,0,1,0,0,0,1,26,"28.4629° N, 77.0772° E",28.4629,77.0772
1944,flat,sector 108,raheja vedaanta,0.95,5214.05,1649.0,3,3,3,3.0,Relatively New,0,0,0,0,1,1,95,"28.5134° N, 76.9830° E",28.5134,76.983
1945,flat,sector 81,vipul lavanya,0.75,5966.59,1397.0,2,2,2,7.0,Moderately Old,0,0,0,0,0,1,37,"28.3867° N, 76.9485° E",28.3867,76.9485
1946,flat,sector 70,tulip ivory,2.35,9791.67,2667.0,4,4,3+,10.0,Moderately Old,0,1,0,0,0,2,65,"28.3968° N, 77.0233° E",28.3968,77.0233
1947,flat,sector 90,dlf regal gardens,1.2,6837.61,1572.0,3,3,3+,15.0,Relatively New,0,0,0,0,0,1,118,"28.4085° N, 76.9369° E",28.4085,76.9369
1948,flat,sector 77,emaar mgf palm hills,1.9,9500.0,1582.0,3,4,3+,6.0,New Property,0,1,0,0,0,2,42,"28.3801° N, 76.9845° E",28.3801,76.9845
1949,flat,sector 102,emaar gurgaon greens,1.4,13685.24,1315.0,3,3,3,7.0,Relatively New,0,1,0,0,0,1,67,"28.4750° N, 76.9715° E",28.475,76.9715
1950,flat,sector 108,experion the heartsong,0.98,13351.5,978.223232,2,3,3,12.0,Relatively New,1,1,1,1,0,1,31,"28.5134° N, 76.9830° E",28.5134,76.983
1951,flat,sector 4,shri ram apartments,0.32,3368.42,1056.0,2,2,1,4.0,Relatively New,0,0,0,0,0,2,7,"28.4738° N, 77.0107° E",28.4738,77.0107
1952,flat,sector 79,godrej aria,1.69,8522.44,1795.0,3,3,2,7.0,Relatively New,0,0,0,0,0,1,112,"28.3624° N, 76.9787° E",28.3624,76.9787
1953,flat,sector 85,ss the leaf,1.17,7001.8,1660.0,2,2,3,11.0,Relatively New,0,0,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
1954,flat,sector 79,bestech altura,2.69,12500.0,2152.0,3,4,3+,3.0,New Property,0,1,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
1955,house,sector 109,international city by sobha phase 2,7.0,12962.96,5400.0,4,4,3+,2.0,Relatively New,0,0,0,0,0,2,102,"28.5073° N, 77.0089° E",28.5073,77.0089
1956,flat,sector 61,smart world orchard,2.57,15766.87,1630.0,3,3,2,3.0,Under Construction,1,0,0,0,0,1,0,"28.4050° N, 77.0963° E",28.405,77.0963
1957,house,sector 51,independent,2.25,2777.78,900.0,6,3,3+,3.0,Relatively New,0,0,0,0,0,1,54,"28.4320° N, 77.0686° E",28.432,77.0686
1958,house,sector 27,independent,8.0,26298.49,3042.0,9,9,3,4.0,Relatively New,1,1,1,1,0,0,110,"28.4658° N, 77.0917° E",28.4658,77.0917
1959,flat,sector 107,m3m woodshire,1.2,6176.02,1750.0,3,3,3,7.0,Relatively New,0,0,0,0,0,2,49,"28.5052° N, 76.9729° E",28.5052,76.9729
1960,house,sector 49,uppal southend,3.75,25562.37,1467.0,2,6,3+,3.0,Moderately Old,1,0,0,0,0,2,26,"28.4121° N, 77.0480° E",28.4121,77.048
1961,flat,sector 92,sare homes,0.58,4098.94,1281.0,3,3,3,3.0,New Property,0,0,0,0,0,1,54,"28.4079° N, 76.9153° E",28.4079,76.9153
1962,house,sector 109,international city by sobha phase 1,6.0,24691.36,2430.0,4,5,3+,2.0,Relatively New,0,1,0,0,0,2,96,"28.5073° N, 77.0089° E",28.5073,77.0089
1963,flat,sector 99a,pareena coban residences,1.6,8000.0,1810.0,3,3,3,6.0,Under Construction,0,0,0,0,0,1,0,"28.4561° N, 76.9542° E",28.4561,76.9542
1964,flat,sector 81,dlf the ultima,2.26,10761.9,1900.0,3,4,3+,17.0,New Property,0,1,0,0,0,0,174,"28.3867° N, 76.9485° E",28.3867,76.9485
1965,flat,sector 66,emaar mgf palm studios,1.45,14795.92,1082.0,2,2,3,3.0,Relatively New,0,0,0,0,0,1,92,"28.3925° N, 77.0541° E",28.3925,77.0541
1966,flat,sector 56,mariners home,2.11,8612.24,2250.0,3,2,3,4.0,Relatively New,0,0,0,0,1,2,126,"28.4245° N, 77.0991° E",28.4245,77.0991
1967,flat,sector 33,central park flower valley aqua front towers,2.1,11738.4,1619.0,3,3,2,6.0,Under Construction,0,0,0,0,0,1,24,"28.4420° N, 77.0207° E",28.442,77.0207
1969,house,sector 45,independent,8.5,26234.57,3240.0,5,4,2,1.0,Moderately Old,0,1,0,1,0,2,49,"28.4466° N, 77.0660° E",28.4466,77.066
1970,flat,sector 67,bestech park view spa next,2.7,11489.36,2127.0,4,4,3+,9.0,Moderately Old,0,1,0,1,0,2,149,"28.3859° N, 77.0608° E",28.3859,77.0608
1971,flat,sector 48,parsvnath green ville,1.6,8376.96,1895.0,3,3,3+,8.0,Old Property,0,0,0,0,1,2,49,"28.4177° N, 77.0359° E",28.4177,77.0359
1972,flat,sector 69,tulip violet,1.32,8413.0,1419.0,3,3,1,12.0,Relatively New,0,0,0,1,0,2,86,"28.3966° N, 77.0341° E",28.3966,77.0341
1973,house,sector 7,independent,2.0,11111.11,1800.0,2,2,1,2.0,Relatively New,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
1975,flat,gwal pahari,suncity vatsal valley,1.38,9650.35,1294.0,3,3,2,1.0,Relatively New,0,0,0,0,0,2,151,"28.4484° N, 77.0210° E",28.4484,77.021
1976,house,sector 43,independent,6.5,35403.05,1836.0,5,4,3+,3.0,Moderately Old,0,1,0,1,0,2,54,"28.4629° N, 77.0772° E",28.4629,77.0772
1977,flat,sector 69,tulip violet,1.68,8358.21,1819.0,4,4,2,7.0,Relatively New,0,0,0,0,0,1,127,"28.3966° N, 77.0341° E",28.3966,77.0341
1978,flat,sector 85,ss the leaf,1.04,5973.58,1576.0,2,3,3+,4.0,Relatively New,0,0,1,0,0,1,113,"28.4042° N, 76.9513° E",28.4042,76.9513
1979,flat,sector 72,tata primanti,4.0,13769.36,2629.0,4,5,2,7.0,Moderately Old,0,1,0,0,0,1,38,"28.4225° N, 77.0211° E",28.4225,77.0211
1980,flat,sector 37d,signature global city,1.0,8163.27,1250.0,3,3,3,4.0,Under Construction,0,0,0,0,0,1,49,"28.4478° N, 76.9703° E",28.4478,76.9703
1981,house,sector 2,independent,5.6,17283.95,3240.0,8,6,3+,2.0,Moderately Old,1,1,1,1,0,1,0,"28.5095° N, 77.0320° E",28.5095,77.032
1982,house,sector 7,independent,1.95,13541.67,1440.0,2,2,2,2.0,Old Property,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
1983,flat,sector 56,sukhshanti apartment,1.7,7727.27,2200.0,3,3,3,4.0,Moderately Old,1,0,0,0,0,1,49,"28.4245° N, 77.0991° E",28.4245,77.0991
1985,flat,sector 108,raheja vedaanta,1.25,5681.82,1991.0,3,2,0,0.0,Relatively New,0,0,0,0,0,2,65,"28.5134° N, 76.9830° E",28.5134,76.983
1986,flat,sector 89,smart world gems,1.1,9972.8,1103.0,3,1,0,0.0,New Property,0,0,0,0,0,1,45,"28.4253° N, 76.9439° E",28.4253,76.9439
1987,flat,sector 107,m3m woodshire,1.35,5717.92,1950.0,3,4,3+,8.0,Relatively New,0,1,0,0,0,2,74,"28.5052° N, 76.9729° E",28.5052,76.9729
1988,flat,sector 61,suposhaa smartworld orchard,2.17,14000.0,1721.0,3,3,3,1.0,Under Construction,0,0,0,0,0,1,0,"28.4050° N, 77.0963° E",28.405,77.0963
1989,house,sector 25,independent,10.0,37037.04,9500.0,5,5,3+,3.0,Moderately Old,0,1,0,1,0,0,29,"28.4844° N, 77.0860° E",28.4844,77.086
1990,flat,manesar,prasha apartments,0.75,3308.34,1914.0,3,3,3+,3.0,Moderately Old,0,1,0,0,0,1,31,"28.3515° N, 76.9428° E",28.3515,76.9428
1991,flat,sector 69,tulip violet,1.6,10139.42,1428.0,3,3,2,0.0,Relatively New,0,0,0,1,0,1,49,"28.3966° N, 77.0341° E",28.3966,77.0341
1992,flat,sector 56,kanchanjanga tower,1.45,7631.58,1719.0,3,3,3+,2.0,Moderately Old,0,0,0,0,0,2,126,"28.4245° N, 77.0991° E",28.4245,77.0991
1993,house,sector 26,independent,9.0,33333.33,2700.0,5,5,2,3.0,Old Property,1,1,1,1,0,0,110,"28.4757° N, 77.1032° E",28.4757,77.1032
1994,flat,sector 49,orchid petals,2.55,12318.84,2060.0,3,4,3,8.0,Relatively New,1,0,0,0,0,2,49,"28.4121° N, 77.0480° E",28.4121,77.048
1995,flat,sector 67a,ireo the corridors,2.0,11428.57,1584.0,3,3,3,12.0,New Property,1,0,0,0,0,1,38,"28.3960° N, 77.0372° E",28.396,77.0372
1997,flat,sector 79,godrej,1.91,8511.59,2031.0,3,4,3+,7.0,Relatively New,0,1,0,0,0,1,158,"28.3624° N, 76.9787° E",28.3624,76.9787
1998,flat,sector 82,vatika independent floors,1.16,6987.95,1844.0,3,3,3+,1.0,Relatively New,0,1,1,1,0,2,151,"28.3935° N, 76.9600° E",28.3935,76.96
2001,flat,sector 6,bajrang apartments,0.38,4470.59,944.0,2,2,2,1.0,Moderately Old,0,0,0,0,0,1,0,"28.4745° N, 77.0262° E",28.4745,77.0262
2002,flat,sector 52,green homes,1.85,7872.34,2127.0,3,3,3,7.0,Moderately Old,0,1,0,0,0,1,28,"28.4379° N, 77.0785° E",28.4379,77.0785
2003,flat,sector 90,dlf new town heights,1.88,6894.02,2726.0,4,4,3+,20.0,Relatively New,0,1,0,1,0,1,145,"28.4085° N, 76.9369° E",28.4085,76.9369
2006,flat,sector 84,antriksh heights,0.84,4869.57,1561.0,3,3,3+,8.0,New Property,0,0,0,1,0,1,60,"28.3979° N, 76.9736° E",28.3979,76.9736
2007,flat,sector 65,m3m heights,2.44,13297.0,1654.0,3,3,2,7.0,Under Construction,0,0,0,0,0,1,31,"28.4030° N, 77.0690° E",28.403,77.069
2008,flat,sector 103,indiabulls centrum park,2.2,7652.17,2602.0,4,6,3+,4.0,Relatively New,0,1,0,0,0,2,108,"28.4949° N, 76.9845° E",28.4949,76.9845
2009,flat,sector 36,the serenas,0.42,7909.6,590.0,2,2,1,3.0,New Property,0,0,0,0,0,1,0,"28.4160° N, 76.9914° E",28.416,76.9914
2010,flat,sector 90,dlf new town heights,1.75,5720.82,2468.0,4,4,3+,17.0,Relatively New,0,1,0,1,0,1,88,"28.4085° N, 76.9369° E",28.4085,76.9369
2011,flat,sector 102,conscient heritage max,2.65,10375.88,2311.0,4,5,3+,17.0,Moderately Old,0,1,0,0,0,1,125,"28.4750° N, 76.9715° E",28.475,76.9715
2012,flat,sector 79,bestech altura,1.9,9000.47,2389.0,3,4,2,11.0,New Property,0,1,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
2013,flat,sector 90,shree vardhman flora,0.7,5323.19,1350.0,2,2,3,9.0,New Property,1,0,0,0,0,1,60,"28.4085° N, 76.9369° E",28.4085,76.9369
2014,flat,sector 99a,pareena coban residences,1.16,5808.71,1790.0,3,3,3,3.0,Relatively New,0,1,0,0,1,1,49,"28.4561° N, 76.9542° E",28.4561,76.9542
2015,flat,sector 79,mapsko mount ville,1.28,8556.15,1265.0,3,3,3,16.0,Relatively New,1,0,0,0,0,2,128,"28.3624° N, 76.9787° E",28.3624,76.9787
2016,flat,sector 90,dlf regal gardens,1.27,5497.84,1500.0,3,3,3+,2.0,Relatively New,0,0,0,0,1,1,72,"28.4085° N, 76.9369° E",28.4085,76.9369
2017,flat,sector 59,conscient elevate,4.02,17501.09,2550.0,3,3,1,3.0,Under Construction,0,0,0,0,0,1,31,"28.4051° N, 77.1097° E",28.4051,77.1097
2018,house,sector 7,independent,0.45,5000.0,900.0,3,2,1,2.0,Old Property,0,0,0,0,1,1,12,"28.4644° N, 77.0143° E",28.4644,77.0143
2019,flat,sector 92,signature global city 92,0.99,6622.07,1661.0,3,2,3,1.0,New Property,0,0,0,0,1,1,37,"28.4079° N, 76.9153° E",28.4079,76.9153
2020,flat,sector 61,puri the aravallis,3.9,33219.76,1174.0,3,4,3+,33.0,Under Construction,0,1,0,0,0,1,158,"28.4050° N, 77.0963° E",28.405,77.0963
2021,flat,sector 7,maa bhagwati residency,0.45,5000.0,1000.0,2,2,1,4.0,Relatively New,0,0,0,0,0,1,28,"28.4644° N, 77.0143° E",28.4644,77.0143
