property_type,sector,price,built_up_area,bedRoom,bathroom,balcony,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,sector 106,1.25,1186.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 90,1.7,2005.0,4,4,3+,Moderately Old,0,1,0,0,0,1,Low,High Floor
flat,sector 70a,1.6,1600.0,4,4,3,Relatively New,1,0,0,0,1,1,Low,Low Floor
flat,sector 14,1.7,2556.0,5,5,2,Old Property,1,0,1,1,0,0,Medium,Low Floor
flat,sector 30,1.3,1401.0,3,3,2,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 65,2.29,1592.0,2,2,3,Under Construction,1,0,0,0,0,1,Low,Mid Floor
flat,sector 86,1.45,1480.0,3,2,3,Relatively New,0,0,0,0,0,0,Medium,Mid Floor
house,sector 23,2.4,2000.0,3,3,2,Moderately Old,0,0,1,1,0,1,Low,Low Floor
flat,sector 36,0.85,833.0,3,2,3,New Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 113,2.85,2006.0,3,3,3+,New Property,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 37d,0.65,625.0,2,2,3,New Property,0,0,0,0,0,1,Low,
flat,sector 89,0.86,998.0,2,3,3,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 33,1.39,1333.0,3,2,3+,Under Construction,0,0,0,0,0,1,Medium,High Floor
house,sector 86,2.47,2800.0,4,4,3+,Moderately Old,0,1,0,1,0,2,Medium,Low Floor
flat,sector 85,1.15,1380.0,2,2,3+,Relatively New,0,0,1,0,0,1,High,High Floor
flat,sector 63,7.52,3956.0,4,4,3,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 109,1.2,1701.0,3,2,2,Relatively New,0,0,0,0,0,1,High,Mid Floor
flat,sector 95,0.4,761.0,3,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 25,3.4,2744.0,4,4,3,Old Property,0,1,0,0,0,1,Low,Low Floor
flat,sector 84,0.37,532.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,gwal pahari,1.0,833.0,2,2,2,New Property,0,0,0,0,0,2,Low,Mid Floor
flat,sector 70a,1.55,1600.0,3,3,3,Relatively New,1,1,0,1,1,1,Low,Mid Floor
house,sector 7,1.16,1102.0,2,4,2,Moderately Old,0,0,0,0,1,1,Low,Mid Floor
flat,sector 113,2.9,2553.0,4,4,3+,Under Construction,1,1,0,0,0,1,Low,High Floor
flat,sector 2,0.4,450.0,1,1,1,Moderately Old,0,0,0,0,0,2,Low,Mid Floor
flat,sector 83,1.1,1570.0,3,3,3,Relatively New,0,1,0,0,0,2,Medium,High Floor
flat,sector 109,1.3,1701.0,3,2,3,Moderately Old,0,0,0,0,0,1,Medium,High Floor
flat,sector 49,1.98,1750.75,3,4,3,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 65,6.15,4271.0,3,5,3+,Relatively New,0,1,0,0,0,0,Low,Low Floor
flat,sector 103,0.8,1089.0,2,2,3,New Property,0,0,0,1,0,1,High,Mid Floor
flat,sector 72,3.3,2000.0,3,3,3+,Relatively New,0,1,0,0,0,2,High,Mid Floor
house,sector 3,0.55,810.0,2,2,1,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 70,1.9,1765.0,3,3,3,New Property,0,1,1,1,1,1,Low,Mid Floor
flat,sector 71,1.4,1958.0,3,3,2,Moderately Old,0,0,0,1,0,2,Medium,Low Floor
flat,sector 107,0.8,1236.0,2,2,3+,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 113,2.78,2350.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 67,1.2,200.0,3,3,2,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 65,2.35,1500.0,3,3,3,Relatively New,1,1,0,0,0,2,Medium,Low Floor
flat,sector 65,6.15,3355.0,3,4,2,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 36a,0.5,600.0,1,1,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 28,2.0,1240.0,3,3,1,Old Property,0,0,0,0,0,2,Medium,High Floor
flat,sector 90,1.79,2461.0,4,3,3+,Moderately Old,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 102,1.35,1400.0,3,4,3+,Relatively New,0,1,0,1,0,2,High,Mid Floor
house,sector 26,16.0,4500.0,5,6,3,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 50,2.92,2600.0,3,3,3,Moderately Old,0,1,0,0,0,2,High,Mid Floor
flat,sector 86,1.55,2038.0,4,4,3+,Moderately Old,0,1,0,1,0,2,Medium,High Floor
flat,sector 89,1.25,1581.0,3,3,2,New Property,1,0,0,0,0,1,Low,Mid Floor
house,sector 109,5.7,5400.0,4,4,3+,Relatively New,1,1,0,0,0,1,Medium,Mid Floor
house,sector 82,5.0,3240.0,4,4,3+,Relatively New,0,1,1,1,0,1,Low,Mid Floor
flat,sector 107,0.36,608.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 91,1.65,2139.0,4,4,3+,Moderately Old,0,1,0,0,0,1,Medium,High Floor
flat,sector 83,1.25,1970.0,4,4,3,Moderately Old,0,1,0,0,0,1,Medium,High Floor
flat,sector 95,0.56,1234.0,2,2,2,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
house,sector 28,8.4,2430.0,4,4,3+,Relatively New,0,1,1,1,0,2,Medium,Low Floor
flat,sector 72,3.5,2625.0,4,5,3+,Relatively New,0,1,0,0,1,1,Low,Mid Floor
flat,sector 77,1.0,1489.0,2,2,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 67,2.8,2048.0,3,3,3,Relatively New,0,0,1,0,0,0,High,Low Floor
flat,sector 83,0.83,1154.0,2,2,2,Relatively New,0,0,0,1,0,1,High,High Floor
flat,sector 70,1.07,1222.0,2,2,3,Relatively New,1,0,0,0,0,1,Medium,Mid Floor
house,sector 4,1.25,160.0,2,3,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 92,1.08,1891.0,4,4,2,New Property,0,1,0,0,0,1,Medium,High Floor
flat,sector 21,0.8,1256.0,2,2,2,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 65,2.85,1975.0,4,4,3+,Relatively New,1,1,0,0,0,2,High,
flat,sector 60,3.6,2604.0,4,5,3,Relatively New,0,1,0,0,0,2,Low,High Floor
flat,sector 72,4.0,2701.0,4,5,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 33,1.7,1697.0,3,3,3+,New Property,0,0,0,0,0,2,Low,Mid Floor
house,sector 105,1.3,1125.0,3,3,1,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 90,0.8,1350.0,2,3,2,Relatively New,0,0,0,0,0,1,Medium,
flat,sector 77,1.09,1833.0,3,4,3+,Relatively New,0,1,0,0,1,2,High,Mid Floor
flat,sector 67a,1.8,1551.0,3,3,3,New Property,0,1,1,0,0,2,High,Mid Floor
flat,sector 1,0.85,2081.0,3,3,3+,Relatively New,0,1,0,0,0,1,Low,Mid Floor
flat,sector 84,0.85,1158.0,2,2,3,Relatively New,0,0,0,0,0,2,Low,Mid Floor
flat,sector 65,6.1,3027.0,3,3,3,Moderately Old,1,1,0,0,0,2,High,High Floor
flat,sector 14,4.26,3250.0,4,4,0,Old Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 70a,4.0,6000.0,4,4,3+,Relatively New,0,1,0,0,0,1,High,Low Floor
flat,sector 81,2.29,1900.0,3,4,3+,Relatively New,0,1,0,0,0,0,Medium,High Floor
house,sector 72,3.1,3653.0,5,5,3+,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 30,1.45,1300.0,3,2,2,Old Property,0,0,0,0,0,0,Medium,Low Floor
flat,sector 40,1.5,300.0,1,1,0,Moderately Old,0,0,0,0,0,1,Low,
flat,sector 86,1.55,1900.0,3,3,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 104,0.9,1259.0,2,2,0,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 85,1.25,1730.0,2,2,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 109,1.75,1466.0,3,3,3,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 104,1.4,1120.0,3,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 69,1.43,1428.0,3,3,2,Relatively New,0,0,0,1,0,1,Medium,Low Floor
flat,sector 53,5.0,3222.0,3,4,3,Old Property,0,1,0,0,0,2,Low,Mid Floor
flat,sector 83,1.6,1674.0,3,3,3+,Relatively New,1,1,1,1,0,2,High,Mid Floor
flat,sector 83,0.85,1100.0,2,2,2,Moderately Old,0,0,0,1,0,2,Medium,High Floor
flat,sector 65,2.7,1650.0,3,3,3,Relatively New,0,1,1,0,0,2,Medium,Mid Floor
flat,sector 104,1.75,2036.0,3,4,3+,Relatively New,1,1,0,1,1,2,Low,High Floor
flat,sector 88a,1.45,1993.0,3,3,3,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 70,1.75,1527.0,3,5,3,New Property,0,1,0,1,0,1,Low,Mid Floor
flat,sector 86,0.45,646.0,2,2,1,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 102,1.6,1368.0,2,2,3,Moderately Old,0,0,0,0,0,1,Low,High Floor
flat,sector 47,2.45,2544.0,3,4,2,Old Property,1,0,0,0,0,2,Low,Low Floor
flat,sector 83,1.8,1551.0,3,4,3,Relatively New,1,1,1,1,0,2,High,Mid Floor
flat,sector 85,1.78,2179.0,3,4,3+,New Property,0,0,1,0,0,1,Medium,Mid Floor
flat,sector 113,2.57,2060.0,4,5,3+,Under Construction,1,0,0,0,0,2,Medium,High Floor
flat,sector 104,1.35,3000.0,4,5,3+,Relatively New,1,1,1,1,0,1,Medium,
flat,sector 58,2.2,1244.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 85,1.2,1380.0,2,2,3+,Relatively New,0,0,1,0,0,1,High,Low Floor
flat,sector 22,3.2,2517.0,3,4,3+,New Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 50,1.4,1245.0,3,3,2,Relatively New,0,0,1,0,0,2,Medium,Mid Floor
flat,sector 63,7.8,3950.0,4,4,0,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 84,0.79,1561.0,3,3,3+,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sohna road,0.9,1599.0,3,3,3,Relatively New,0,0,0,1,0,1,Medium,Mid Floor
flat,sector 68,1.2,982.0,2,2,3,Relatively New,0,0,0,0,0,0,Medium,Low Floor
flat,sector 81,1.1,1319.0,3,2,3+,Relatively New,0,0,0,0,0,1,High,Mid Floor
flat,sector 81,0.9,1780.0,3,3,0,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 11,0.36,699.0,2,2,0,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 43,2.5,195.0,3,3,2,New Property,0,0,0,0,0,1,Low,Low Floor
house,sector 7,2.25,148.0,5,3,0,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 57,1.12,950.0,2,2,1,Old Property,0,0,0,0,0,1,Medium,
flat,sector 69,1.4,1419.0,3,3,1,Relatively New,0,0,0,0,0,1,High,High Floor
flat,sohna road,0.91,1599.0,3,3,3,Relatively New,0,0,0,1,0,1,High,Low Floor
flat,sector 83,0.65,700.0,1,1,0,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 92,1.6,1615.0,3,4,3+,Relatively New,0,1,0,0,1,2,High,Mid Floor
flat,sector 84,0.9,1652.0,3,3,3,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 69,1.75,2056.0,3,4,2,Relatively New,0,0,0,0,0,2,High,
flat,sector 77,1.08,1810.0,3,4,3+,Relatively New,1,1,0,0,1,2,High,Mid Floor
flat,sector 104,2.63,2953.0,4,4,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sohna road,0.75,1201.0,3,2,3+,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 90,0.64,1199.0,2,2,3,Old Property,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 89,1.01,1226.0,2,2,2,Under Construction,1,0,0,0,0,1,Low,Mid Floor
flat,sector 55,1.9,2000.0,4,3,3+,Moderately Old,0,0,0,1,0,0,Low,Mid Floor
flat,sector 69,1.72,1783.0,4,4,1,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,gwal pahari,5.25,5249.0,4,5,3+,New Property,1,1,0,1,0,1,Low,Low Floor
flat,sector 102,1.52,1315.0,3,3,3,Relatively New,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 102,2.04,1644.0,3,3,3+,Relatively New,0,0,0,0,0,1,Medium,Low Floor
flat,sector 61,2.2,1721.0,3,3,2,New Property,0,0,0,0,0,1,High,Mid Floor
house,sector 43,3.3,1242.0,1,1,0,Under Construction,0,0,0,0,0,1,Low,Low Floor
house,sector 70a,5.4,2610.0,4,5,3+,Relatively New,1,1,1,1,0,2,Medium,Mid Floor
flat,sector 102,0.45,750.0,1,1,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 69,2.0,1889.0,4,4,2,Relatively New,0,0,0,0,0,1,High,
house,sector 41,9.35,7500.0,10,10,3+,Moderately Old,1,1,0,0,0,2,Medium,Mid Floor
flat,sector 85,2.0,2026.0,3,4,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 76,0.55,823.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
house,sector 4,3.3,2250.0,3,3,2,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sohna road,0.28,500.0,2,2,2,Relatively New,0,0,0,0,0,2,Low,Mid Floor
house,sohna road road,1.35,1350.0,5,5,3+,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 51,1.7,1773.0,3,4,3,Moderately Old,0,0,1,1,0,1,Medium,Low Floor
flat,sector 74,1.57,1300.0,2,2,3+,Relatively New,0,0,0,0,1,1,Medium,Mid Floor
flat,sector 76,1.92,1672.0,3,3,2,Under Construction,0,0,0,0,0,1,Medium,Low Floor
flat,sector 59,3.9,2295.0,3,1,0,Under Construction,0,0,0,0,0,1,Low,
flat,sector 69,1.38,1392.0,3,3,1,Relatively New,0,0,0,0,0,1,High,High Floor
flat,sector 36a,4.1,2820.0,3,4,3,New Property,1,0,0,0,0,0,Low,High Floor
flat,sector 107,1.02,1388.0,2,2,3,Relatively New,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 86,1.6,1548.0,3,3,3+,Relatively New,0,0,0,0,1,2,High,Mid Floor
flat,sector 77,2.1,1600.0,3,4,3+,New Property,0,1,0,0,0,2,Medium,High Floor
house,sector 82,7.5,3240.0,5,5,3+,Relatively New,0,1,0,1,0,2,Medium,Low Floor
house,sector 39,7.0,7000.0,10,11,3+,Relatively New,0,0,0,1,0,2,Low,Mid Floor
flat,sohna road,0.26,438.0,1,1,1,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 3 phase 2,0.3,750.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 102,2.61,2200.0,3,3,3,Relatively New,1,1,0,0,0,1,Low,High Floor
flat,sector 69,1.28,1428.0,3,3,2,Relatively New,0,0,0,1,0,2,Low,High Floor
flat,sector 61,2.25,1721.0,3,3,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 107,0.9,1236.0,2,2,3+,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 50,1.8,1870.0,3,4,3+,Moderately Old,0,1,0,0,0,2,High,Mid Floor
flat,sector 111,2.65,2005.0,3,4,3+,Relatively New,1,1,1,1,0,1,Medium,High Floor
flat,sector 103,0.8,1450.0,2,2,0,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 12,1.7,2000.0,1,1,2,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 102,1.75,1757.0,3,4,3+,Relatively New,0,1,0,0,0,2,Medium,High Floor
house,sector 22,4.75,2367.0,7,5,3+,Old Property,0,0,0,1,1,2,Low,Mid Floor
house,sector 14,6.46,3420.0,5,5,2,Moderately Old,1,1,0,1,0,2,Low,Mid Floor
flat,sector 83,1.3,2588.0,3,3,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 24,2.6,1080.0,4,4,3+,Relatively New,1,0,1,1,0,0,Low,Mid Floor
flat,sector 95,0.41,670.0,2,2,2,New Property,0,0,0,0,0,2,Medium,High Floor
house,sector 38,3.5,1722.0,3,2,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 86,1.56,1580.0,3,4,3+,Relatively New,0,0,1,0,0,1,High,High Floor
flat,sector 99,1.15,1235.0,2,2,2,New Property,0,0,0,0,1,2,Medium,Low Floor
flat,sector 92,0.95,1983.0,4,3,2,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 61,2.2,1778.0,3,3,2,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 112,5.49,3655.35,4,5,3+,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sector 67,1.0,1406.0,3,3,3+,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 12,0.6,1178.0,3,3,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 92,1.3,2040.0,4,4,0,Relatively New,0,0,0,0,0,1,Low,Mid Floor
house,sector 3 phase 3 extension,0.55,1100.0,2,1,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 67,2.35,1751.0,3,4,3+,Moderately Old,0,1,0,0,0,2,High,High Floor
house,sector 43,15.5,5490.0,5,6,3,Moderately Old,1,1,1,1,0,1,Medium,Mid Floor
flat,sohna road,0.32,476.0,2,1,0,Relatively New,0,0,0,0,0,1,Low,
flat,sector 72,3.19,2376.0,4,5,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 102,0.95,915.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,High Floor
house,sector 4,0.5,540.0,2,3,2,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 113,1.9,1285.0,3,2,2,Relatively New,0,0,0,1,0,2,High,Mid Floor
flat,sector 92,0.78,846.0,2,2,3,Under Construction,0,0,0,0,1,1,Low,Low Floor
house,sector 48,8.5,3240.0,4,4,2,Moderately Old,0,1,1,1,0,1,Medium,Low Floor
flat,sector 52,5.0,5778.0,5,7,3+,Moderately Old,0,1,0,1,0,1,Medium,Low Floor
flat,sector 103,1.9,3716.0,3,4,3+,Relatively New,1,1,0,1,1,2,Low,Mid Floor
flat,sector 83,1.1,1600.0,3,3,3+,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 79,1.3,1423.0,2,2,3,New Property,1,0,0,0,0,1,Low,Mid Floor
house,sector 55,3.1,1548.0,5,4,3+,Moderately Old,0,1,1,0,0,2,Medium,Low Floor
flat,sector 71,0.65,590.0,2,2,1,Relatively New,0,0,0,0,0,2,Low,Mid Floor
flat,sector 90,0.45,696.0,2,2,1,New Property,0,0,0,0,0,2,Low,Low Floor
flat,sector 111,1.65,2104.0,3,4,3+,Under Construction,0,1,0,0,1,1,Low,High Floor
flat,sector 52,1.55,2100.0,4,4,3,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 84,1.05,1896.0,4,4,3+,New Property,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 70a,1.27,1449.0,2,2,3+,Relatively New,0,0,0,0,1,2,Medium,High Floor
house,sector 43,10.5,3762.0,4,4,2,Old Property,0,1,0,0,0,1,Medium,Low Floor
flat,sohna road,1.07,1600.0,3,3,3+,Relatively New,0,0,0,0,0,1,High,Mid Floor
flat,sector 99,0.5,652.0,2,1,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 86,1.58,1750.0,3,3,1,Relatively New,0,0,0,1,0,2,High,High Floor
flat,sector 37d,1.07,1450.0,3,3,2,Under Construction,0,0,0,0,0,1,Medium,Low Floor
flat,sector 113,2.0,1507.0,3,3,2,Under Construction,0,0,0,0,0,1,Low,High Floor
house,sector 82,4.7,2160.0,3,3,3+,New Property,0,1,0,0,0,1,Low,Mid Floor
flat,sector 81,0.4,586.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 21,1.3,2400.0,5,5,2,Old Property,1,1,1,0,0,2,Low,Low Floor
flat,sector 103,1.35,1620.0,3,3,3+,Relatively New,1,0,0,0,0,2,High,Mid Floor
house,sector 12,2.0,1350.0,5,5,2,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 79,1.12,1325.0,2,2,3,Relatively New,1,0,0,0,0,1,Low,Mid Floor
flat,sector 102,1.24,1100.0,2,2,2,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 77,1.25,1611.0,3,4,3,Relatively New,0,1,0,0,0,2,Medium,Low Floor
flat,sector 54,3.85,2119.0,3,3,3+,Old Property,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 85,2.3,2545.0,4,4,3+,Relatively New,0,1,0,0,0,1,Low,Mid Floor
flat,sector 79,1.3,1176.0,3,3,3,Relatively New,0,0,1,0,0,2,Medium,High Floor
flat,sector 70,1.65,1923.0,3,4,3+,New Property,1,1,0,0,0,1,Medium,High Floor
flat,sector 2,0.6,665.0,1,1,1,Moderately Old,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 66,3.5,2200.0,3,3,2,Relatively New,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 92,0.79,1175.0,3,2,2,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 104,0.65,848.0,3,2,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 71,1.3,2127.0,4,4,3,Moderately Old,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 36a,0.36,407.0,1,1,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 50,7.0,2160.0,4,4,2,Old Property,0,1,0,0,0,1,Low,Low Floor
flat,sector 71,0.79,1084.0,2,2,2,Relatively New,0,0,0,0,1,1,Low,Mid Floor
flat,sector 92,1.19,2533.0,4,3,3,Relatively New,0,1,0,0,0,1,Medium,High Floor
flat,sector 89,0.75,1032.0,2,2,2,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
house,sector 109,12.5,4500.0,5,6,3,Relatively New,1,1,1,1,0,1,Medium,Mid Floor
flat,sector 4,0.21,500.0,1,1,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 69,1.31,1392.0,3,3,2,Relatively New,0,0,0,1,0,2,High,High Floor
flat,sector 48,3.65,2395.0,3,3,3+,Relatively New,0,0,0,0,1,2,High,Mid Floor
flat,sector 107,1.45,1900.0,3,4,3+,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 92,0.38,767.0,2,2,1,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 92,0.7,1325.0,3,2,2,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 90,0.9,1765.0,3,4,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 104,1.25,1669.0,3,4,3+,Relatively New,0,1,0,0,1,1,Medium,High Floor
flat,sector 90,1.8,2468.0,4,4,3+,Moderately Old,0,0,0,0,0,1,Medium,High Floor
flat,sector 110,0.22,556.0,2,2,1,New Property,0,0,0,0,0,2,Low,Low Floor
flat,sector 49,2.64,2252.0,3,4,3+,Moderately Old,0,1,0,1,0,2,Medium,Low Floor
flat,sector 103,0.89,1257.0,2,3,3,Relatively New,0,1,0,0,0,1,Medium,Low Floor
flat,sector 86,1.55,1500.0,3,3,3+,Relatively New,0,0,0,0,1,0,High,High Floor
house,sector 26,23.0,9000.0,4,4,3+,Relatively New,1,1,1,1,0,2,Medium,Low Floor
flat,sector 89,0.95,804.0,2,2,2,Under Construction,1,0,0,0,0,1,Medium,Low Floor
flat,sector 37d,1.65,1699.0,3,3,2,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 92,0.75,1778.0,3,4,3,Moderately Old,1,0,0,0,0,1,Medium,Low Floor
flat,sector 63a,2.1,1400.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 92,0.42,657.0,2,2,1,Relatively New,1,0,0,1,0,2,Low,Mid Floor
flat,sohna road,0.87,1131.0,2,2,3+,Relatively New,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 43,2.5,2722.0,4,4,3+,Moderately Old,0,1,0,0,0,1,Low,Mid Floor
flat,sector 108,0.95,1649.0,3,3,3,Relatively New,0,0,0,0,1,1,Medium,Mid Floor
flat,sector 81,0.75,1397.0,2,2,2,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
flat,sector 70,2.35,2667.0,4,4,3+,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 90,1.2,1572.0,3,3,3+,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 77,1.9,1582.0,3,4,3+,New Property,0,1,0,0,0,2,Low,Mid Floor
flat,sector 102,1.4,1315.0,3,3,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 108,0.98,978.223232,2,3,3,Relatively New,1,1,1,1,0,1,Low,High Floor
flat,sector 4,0.32,1056.0,2,2,1,Relatively New,0,0,0,0,0,2,Low,Mid Floor
flat,sector 79,1.69,1795.0,3,3,2,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 85,1.17,1660.0,2,2,3,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 79,2.69,2152.0,3,4,3+,New Property,0,1,0,0,0,1,Low,Mid Floor
house,sector 109,7.0,5400.0,4,4,3+,Relatively New,0,0,0,0,0,2,Medium,Low Floor
flat,sector 61,2.57,1630.0,3,3,2,Under Construction,1,0,0,0,0,1,Low,Mid Floor
house,sector 51,2.25,900.0,6,3,3+,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 27,8.0,3042.0,9,9,3,Relatively New,1,1,1,1,0,0,Medium,Mid Floor
flat,sector 107,1.2,1750.0,3,3,3,Relatively New,0,0,0,0,0,2,Low,Mid Floor
house,sector 49,3.75,1467.0,2,6,3+,Moderately Old,1,0,0,0,0,2,Low,Mid Floor
flat,sector 92,0.58,1281.0,3,3,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
house,sector 109,6.0,2430.0,4,5,3+,Relatively New,0,1,0,0,0,2,Medium,Low Floor
flat,sector 99a,1.6,1810.0,3,3,3,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 81,2.26,1900.0,3,4,3+,New Property,0,1,0,0,0,0,High,High Floor
flat,sector 66,1.45,1082.0,2,2,3,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 56,2.11,2250.0,3,2,3,Relatively New,0,0,0,0,1,2,Medium,Mid Floor
flat,sector 33,2.1,1619.0,3,3,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
house,sector 45,8.5,3240.0,5,4,2,Moderately Old,0,1,0,1,0,2,Low,Low Floor
flat,sector 67,2.7,2127.0,4,4,3+,Moderately Old,0,1,0,1,0,2,Medium,Mid Floor
flat,sector 48,1.6,1895.0,3,3,3+,Old Property,0,0,0,0,1,2,Low,Mid Floor
flat,sector 69,1.32,1419.0,3,3,1,Relatively New,0,0,0,1,0,2,Medium,High Floor
house,sector 7,2.0,1800.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sohna road,0.56,913.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
