property_type,sector,price,built_up_area,bedRoom,bathroom,balcony,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
house,sector 56,2.95,1458.0,2,2,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sohna road,0.35,616.0,2,2,2,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 108,2.9,2003.0,3,4,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 69,1.52,1428.0,3,3,2,Relatively New,0,0,0,1,0,2,High,Mid Floor
house,sector 17,3.5,1440.0,2,6,3+,Old Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 43,1.65,540.0,4,4,3+,Moderately Old,0,0,0,0,1,0,Low,Mid Floor
flat,sector 79,1.7,1570.0,3,2,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 70,1.63,1527.0,3,3,3,New Property,0,1,0,0,1,1,Low,Mid Floor
flat,sector 95,0.41,670.0,2,2,2,New Property,1,0,0,0,0,2,Medium,High Floor
flat,sector 77,1.0,1489.0,2,2,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 69,1.4,1428.0,3,3,2,Relatively New,0,0,0,1,0,1,Medium,High Floor
flat,sector 83,1.76,1500.0,3,3,3,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sector 65,2.24,1833.0,3,3,3,Relatively New,1,1,0,0,0,1,Low,Low Floor
flat,sector 109,1.75,1946.0,3,4,3+,Relatively New,0,1,0,0,1,1,Medium,Low Floor
flat,sector 92,0.92,1895.0,4,5,3+,Moderately Old,0,0,0,0,0,2,Medium,High Floor
house,sector 7,2.43,345.0,4,4,2,Old Property,1,0,1,1,0,1,Low,Mid Floor
flat,sector 83,1.8,1667.0,3,4,3+,Relatively New,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 81,2.25,2300.0,3,4,3+,Relatively New,1,1,1,0,0,2,Medium,Mid Floor
flat,sohna road,0.27,640.0,2,2,2,New Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 48,15.0,7444.0,5,6,3+,Relatively New,1,1,0,1,0,0,Low,High Floor
flat,sector 62,10.75,4990.0,5,7,3,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sector 71,1.16,1577.0,3,3,3,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
house,sector 7,1.55,1080.0,2,2,2,Moderately Old,0,0,0,0,0,2,Medium,Low Floor
flat,sector 92,0.85,1801.0,3,3,3,Relatively New,0,0,0,0,0,1,Medium,Low Floor
flat,sector 85,1.2,1484.0,2,2,3,Relatively New,0,0,0,0,0,2,High,High Floor
flat,sector 104,2.78,2851.0,4,4,3+,Relatively New,0,1,0,0,0,1,Medium,High Floor
flat,sector 102,1.9,1757.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,High Floor
flat,sector 71,1.1,1631.0,3,4,3,Moderately Old,0,1,0,0,0,1,Low,Mid Floor
house,sector 37d,1.16,1535.0,1,1,0,Relatively New,0,0,0,0,0,1,Low,Low Floor
house,sector 33,11.75,5056.0,5,7,3+,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 89,0.9,998.0,2,2,2,New Property,1,0,0,0,1,1,Medium,Mid Floor
flat,sector 53,6.5,2683.0,3,4,3+,Old Property,1,0,0,0,1,1,Medium,
flat,sector 81,0.38,444.0,1,1,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 2,1.18,1416.0,2,2,3,Old Property,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 36,0.72,1244.0,3,2,3,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 62,2.45,1200.0,2,2,2,New Property,1,0,0,0,0,0,High,Mid Floor
house,sector 105,1.15,3889.0,3,2,1,Moderately Old,0,0,0,0,0,1,Low,Low Floor
house,sector 3,0.75,1170.0,4,2,2,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 70a,1.7,2111.0,4,3,3,Relatively New,0,0,0,0,0,2,Low,Low Floor
flat,sector 12,1.15,2000.0,3,4,2,Old Property,1,1,0,0,1,2,Low,Low Floor
flat,sector 108,1.5,2850.0,3,4,0,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 79,1.85,1650.0,3,3,3,New Property,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 37d,1.1,1561.0,3,3,3+,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,manesar,0.95,2232.0,3,4,3,Moderately Old,0,1,0,0,0,1,Medium,Mid Floor
house,sector 82a,3.85,5140.0,5,6,3+,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 89,0.97,1103.0,2,2,3+,New Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 91,0.87,1148.0,2,2,2,Relatively New,0,0,1,0,0,1,Medium,Mid Floor
house,sector 25,6.25,1800.0,5,5,3,Moderately Old,0,1,0,1,0,2,Medium,Low Floor
flat,sector 86,1.45,1480.0,3,2,3,Relatively New,0,0,0,0,0,0,Medium,Mid Floor
flat,sohna road,0.21,438.0,1,1,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 109,1.68,2303.0,3,3,3+,Moderately Old,0,1,0,0,0,1,Medium,Mid Floor
house,sector 82,3.2,2160.0,3,4,3,New Property,1,1,1,1,0,1,Medium,Low Floor
flat,sector 49,1.85,1471.12,3,3,1,Moderately Old,0,0,1,1,0,1,High,Mid Floor
flat,sector 107,1.4,2137.0,3,4,3+,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
house,sector 47,5.15,1935.0,3,9,3+,Relatively New,0,0,1,0,0,2,Medium,Mid Floor
flat,sector 79,1.1,81.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 5,0.26,648.0,1,1,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 79,1.25,1656.0,3,3,3+,Relatively New,0,0,0,0,0,2,Low,High Floor
house,sector 4,0.5,450.0,2,2,2,New Property,1,1,0,1,1,1,Low,Low Floor
house,sector 25,16.0,6000.0,6,5,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 83,0.95,1300.0,2,2,3,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
house,sector 7,2.0,1440.0,2,2,2,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 6,0.48,111.0,3,2,2,Moderately Old,0,0,0,0,0,1,Medium,Low Floor
house,sector 43,1.95,1935.0,3,4,3+,New Property,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 110,2.25,2350.0,4,4,3+,Relatively New,0,1,0,0,0,1,High,Low Floor
flat,sector 79,1.85,1946.0,3,4,3+,New Property,0,1,0,0,0,1,Low,High Floor
flat,sector 113,3.25,2553.0,4,4,3+,Under Construction,1,1,0,1,0,1,Medium,High Floor
flat,sector 85,0.9,1402.0,3,3,2,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 89,1.0,1226.0,2,2,2,New Property,1,0,0,0,0,1,Low,Low Floor
house,sector 2,2.55,1557.0,3,3,2,Old Property,0,0,0,0,0,1,Low,Low Floor
house,sector 83,1.7,2160.0,3,3,3+,New Property,0,1,0,1,0,1,Low,Mid Floor
house,sector 104,0.62,900.0,3,3,1,Moderately Old,0,0,0,0,1,0,Low,Low Floor
flat,sector 102,1.4,1300.0,3,3,3,Relatively New,0,1,0,0,0,1,Low,Mid Floor
house,sector 50,6.8,2160.0,4,5,3,Old Property,1,1,0,0,0,2,Medium,Mid Floor
flat,sector 89,1.1,1226.0,2,2,2,New Property,0,0,1,0,0,1,Medium,Mid Floor
flat,sector 33,1.4,588.0,3,3,3,Under Construction,0,0,0,0,0,1,Medium,Low Floor
flat,sector 102,1.9,2099.0,3,3,3+,Relatively New,1,0,1,1,0,1,Low,Mid Floor
flat,sector 77,2.1,1833.0,3,3,3,New Property,1,1,0,0,0,1,Low,High Floor
flat,sector 30,0.85,734.0,2,2,1,Old Property,0,0,0,0,1,2,Low,Low Floor
house,sector 49,6.75,4500.0,5,4,2,New Property,0,0,0,0,1,1,Low,Low Floor
flat,sector 109,1.7,1550.0,3,3,3,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 82a,2.2,1893.0,3,3,3+,Relatively New,0,1,0,0,0,0,High,High Floor
house,sector 91,3.6,2430.0,4,4,3,New Property,0,0,0,0,0,2,Low,Low Floor
flat,sector 102,1.9,2500.0,3,3,3+,Relatively New,0,1,0,0,0,1,High,Low Floor
flat,sector 82,1.12,1588.0,3,3,2,Relatively New,0,0,0,1,0,1,Low,High Floor
flat,sector 92,1.55,1792.0,3,3,3,Relatively New,0,1,0,0,0,2,Medium,High Floor
flat,sector 9a,1.25,2007.0,4,3,3,Old Property,0,1,0,0,0,2,Low,Low Floor
flat,sector 79,1.1,1223.0,2,2,3+,New Property,0,0,0,0,0,2,Low,Mid Floor
flat,sector 12,0.53,995.0,3,3,2,Relatively New,0,0,0,0,0,2,Low,Low Floor
flat,sector 85,1.1,1464.0,2,2,3+,Relatively New,0,0,1,0,0,1,Medium,Mid Floor
flat,sector 7,0.36,700.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,
flat,sector 63a,1.65,978.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 81,2.5,1700.0,3,3,2,Relatively New,0,1,0,0,0,0,High,High Floor
house,sector 12,6.0,9000.0,9,9,3+,Old Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 4,0.4,450.0,1,1,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 92,0.79,1175.0,3,2,2,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 95,0.26,406.0,1,1,1,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 70,0.99,1416.0,3,4,2,Under Construction,0,0,0,0,0,1,Low,High Floor
flat,sector 22,3.5,2000.0,3,4,3+,New Property,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 105,0.42,833.0,3,2,1,Moderately Old,0,0,0,0,1,1,Low,
flat,sector 85,2.17,2600.0,4,4,3,Relatively New,1,1,0,1,0,1,Low,Mid Floor
flat,sector 83,1.35,1387.0,3,3,3,Relatively New,0,1,0,0,0,1,Low,Mid Floor
house,sector 3,3.5,3800.0,1,1,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
house,sector 39,15.0,4500.0,5,5,3+,Moderately Old,0,1,0,0,0,2,Low,Mid Floor
flat,sector 76,0.75,665.0,2,2,2,Under Construction,0,0,0,0,0,1,Medium,High Floor
flat,sector 69,1.36,1392.0,3,3,1,Relatively New,0,0,0,1,0,1,Medium,High Floor
flat,sector 37c,0.66,1310.0,2,2,3+,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 85,1.05,1484.0,2,2,3,Relatively New,0,0,0,0,1,1,Low,Mid Floor
flat,sector 24,5.8,3700.0,3,4,3+,Old Property,1,1,0,1,1,0,Medium,Mid Floor
flat,sector 79,0.8,1172.0,2,2,3+,New Property,0,0,0,0,1,1,Low,Mid Floor
flat,sector 102,2.15,1945.0,3,4,3+,Relatively New,1,1,0,0,0,2,Medium,High Floor
flat,sector 107,0.82,1236.0,2,2,3+,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 110,1.6,73.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Low Floor
house,sector 57,9.25,5580.0,5,5,3+,Relatively New,1,1,1,1,0,2,High,Mid Floor
flat,sector 68,1.13,1130.0,2,2,3,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
house,sector 50,7.5,2160.0,3,3,2,Moderately Old,0,1,0,0,0,2,Medium,Low Floor
flat,sector 104,1.83,2000.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 95,0.29,507.0,2,2,2,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 66,3.0,2100.0,4,5,3+,Relatively New,0,1,0,0,0,2,Low,Mid Floor
flat,manesar,1.5,2135.0,4,5,3+,New Property,0,1,0,0,0,1,Low,Mid Floor
flat,sector 71,1.32,1985.0,4,4,3,Moderately Old,0,1,0,0,0,1,Medium,High Floor
flat,sector 65,5.9,3043.0,3,3,3,Moderately Old,1,0,0,0,0,0,Low,Mid Floor
house,sector 33,11.5,4680.0,5,6,3+,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
house,sector 23,1.2,1500.0,3,2,2,New Property,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 99,0.92,1235.0,2,2,3+,Under Construction,0,0,0,0,0,1,Medium,High Floor
house,sector 6,0.75,480.0,4,4,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 70,1.6,2167.0,3,5,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 103,1.1,1500.0,3,3,3+,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 14,2.2,1956.0,3,4,3+,Old Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 2,0.4,900.0,3,4,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 109,1.65,1650.0,3,3,3,Relatively New,0,0,1,0,0,2,High,High Floor
flat,sector 63,8.5,3950.0,4,4,0,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 61,1.6,1278.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 90,1.51,2362.0,4,4,3+,Relatively New,0,1,0,1,0,2,Medium,Mid Floor
flat,sector 90,1.25,1640.0,3,3,3,Relatively New,0,0,0,1,0,1,High,Mid Floor
flat,sector 102,1.4,1493.0,3,3,3,Relatively New,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 63a,3.3,2150.0,3,3,3,Under Construction,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 86,1.26,1747.0,3,3,3,Moderately Old,0,1,0,0,1,1,Medium,Mid Floor
flat,sector 83,3.15,3200.0,5,7,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 33,1.31,85.0,2,2,2,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sohna road,0.48,995.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,High Floor
house,sector 26,3.25,8829.0,3,3,3,Old Property,1,0,0,0,0,1,Medium,Low Floor
house,sector 103,4.35,3222.0,4,4,3+,Relatively New,1,1,1,1,0,1,Medium,Low Floor
flat,sector 110,3.45,3077.0,4,4,3,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 66,3.5,2125.0,3,3,3,Moderately Old,0,1,1,0,0,2,Medium,Mid Floor
flat,sector 66,3.4,2200.0,3,4,3,Relatively New,0,1,1,0,0,2,Medium,Mid Floor
house,sector 50,7.0,3400.0,4,4,2,Old Property,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 65,1.8,1456.0,2,2,3,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 84,0.92,1652.0,3,3,3,Relatively New,1,0,0,1,0,1,Medium,Low Floor
flat,sector 66,1.32,1048.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 37d,1.78,1983.0,4,3,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 67,3.05,2029.0,3,3,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 81,2.28,1750.0,3,3,3+,Relatively New,0,1,0,0,0,0,Low,High Floor
flat,sector 92,0.9,1805.0,4,5,3+,Relatively New,0,1,0,0,0,1,Low,Mid Floor
flat,sohna road,0.3,650.0,2,2,1,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 49,0.8,720.0,1,1,1,Moderately Old,0,0,0,0,0,1,Low,
house,sector 23,2.7,1450.0,5,5,2,Old Property,0,0,0,0,0,2,Low,Mid Floor
flat,sector 67,3.32,2016.0,3,4,3,New Property,0,1,0,0,0,2,High,Mid Floor
flat,sector 82a,1.85,1668.0,3,3,3+,Relatively New,0,0,0,0,0,2,Low,Low Floor
flat,sector 79,1.29,1423.0,2,2,3,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 86,1.5,1550.0,3,3,1,Relatively New,0,0,0,0,0,1,High,High Floor
house,sector 50,13.2,4861.0,6,6,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 43,5.8,2801.0,4,4,3+,Moderately Old,0,0,0,0,0,1,Low,High Floor
house,sector 11,0.9,900.0,2,4,3+,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
flat,sector 66,2.4,1700.0,3,2,3,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sector 66,3.2,1800.0,3,3,3,Relatively New,1,1,1,1,0,1,Medium,High Floor
house,sector 50,12.5,3060.0,4,4,3+,Relatively New,1,1,0,0,0,0,High,Low Floor
flat,sector 90,0.66,1122.0,2,2,3,Relatively New,1,0,0,0,0,1,Medium,Mid Floor
flat,manesar,1.0,2480.0,3,4,0,New Property,0,0,0,0,0,1,Low,Mid Floor
house,sohna road,0.07,33.0,1,1,0,Relatively New,0,0,0,0,0,1,Low,Low Floor
house,sector 26,18.9,4518.0,6,8,2,Relatively New,1,1,1,1,0,2,Medium,Mid Floor
flat,sector 60,2.82,2400.0,3,3,3,Relatively New,0,1,0,0,0,2,High,Low Floor
flat,sector 83,1.15,1588.0,3,2,3,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 84,0.27,387.0,1,1,1,Relatively New,0,0,0,0,0,0,Low,High Floor
flat,sector 95,2.0,1964.0,3,4,3+,New Property,0,1,0,0,0,1,Low,Mid Floor
flat,sector 102,1.4,1315.0,3,3,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 91,1.8,2578.0,4,3,3+,Relatively New,1,0,0,1,0,0,Low,
flat,sector 90,0.65,1050.0,2,2,3,Relatively New,1,0,0,0,0,1,Medium,Mid Floor
house,sector 49,2.8,1800.0,3,3,3,Moderately Old,0,0,0,1,0,1,Medium,Low Floor
flat,manesar,0.91,1900.0,3,3,3+,Moderately Old,0,1,0,0,0,1,Low,Mid Floor
flat,sector 70,1.1,1026.0,2,2,2,New Property,1,0,0,0,0,1,Low,
flat,sector 91,1.8,2578.0,3,3,3+,Relatively New,0,0,0,1,0,0,Low,
flat,sector 111,3.65,2670.0,4,5,3+,Moderately Old,0,1,0,0,0,1,Medium,High Floor
flat,sector 106,0.95,940.0,2,2,3+,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 28,2.3,1777.0,3,3,3,Moderately Old,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 61,2.54,1639.0,3,3,3,Under Construction,0,0,1,0,0,1,Low,Low Floor
flat,sector 70,1.64,1527.0,3,5,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 86,0.43,557.0,2,2,1,New Property,0,0,0,0,1,1,Medium,Mid Floor
flat,sector 88a,1.5,2056.0,3,3,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 108,2.29,2779.0,4,5,3+,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 111,4.67,3056.0,4,4,3+,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sohna road,0.58,822.0,2,2,2,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 62,9.14,3932.0,4,6,3,Relatively New,1,1,1,0,0,2,Medium,High Floor
flat,sohna road,0.56,913.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 102,0.97,747.0,2,2,2,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 37c,0.78,1068.1,2,2,3,Moderately Old,0,0,0,0,0,2,Medium,Low Floor
house,sector 37d,1.27,1570.0,3,3,3,Under Construction,0,0,0,1,0,1,Medium,Mid Floor
house,sector 70a,1.18,1611.0,3,3,3+,Relatively New,0,0,0,0,1,2,High,Low Floor
flat,sector 102,1.99,1145.0,2,2,2,New Property,0,0,0,0,0,1,High,High Floor
flat,sector 4,0.43,722.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 69,1.68,1819.0,4,4,2,Relatively New,0,0,0,1,0,1,Medium,Low Floor
flat,sohna road,0.28,443.0,1,1,1,New Property,0,0,0,0,0,0,Low,Mid Floor
house,sector 86,2.5,3194.0,4,5,3+,Moderately Old,0,1,0,1,1,2,Low,Mid Floor
house,sector 5,0.96,945.0,2,4,2,Moderately Old,0,0,1,1,0,2,Low,Mid Floor
flat,sector 86,1.72,1746.0,3,3,1,Relatively New,0,0,0,0,1,2,Low,Mid Floor
flat,sector 83,0.78,850.0,2,2,2,Relatively New,1,0,0,1,0,2,High,Mid Floor
house,sector 26,5.8,1800.0,4,3,2,Relatively New,0,0,1,0,0,1,Low,Low Floor
house,sector 9,1.25,1431.0,3,6,3+,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 67,4.5,2854.0,4,4,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 84,0.94,1222.0,3,2,3+,New Property,1,0,0,0,0,2,Medium,Mid Floor
flat,sector 92,1.0,2093.0,4,4,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 109,1.5,1797.0,3,4,3+,Relatively New,0,1,0,0,0,1,Low,Mid Floor
house,sector 56,7.5,3240.0,8,8,3+,Relatively New,1,1,0,1,0,0,Low,Mid Floor
flat,sector 70,1.75,1950.0,3,5,0,Relatively New,0,0,0,0,0,1,Low,
flat,sector 86,1.54,1780.0,3,3,3+,Relatively New,0,1,0,0,0,1,High,High Floor
flat,sector 36,1.0,1122.0,3,2,3,New Property,0,0,0,0,0,1,Medium,Low Floor
flat,sohna road,0.9,1120.0,3,2,0,Under Construction,0,0,0,0,0,1,Medium,Low Floor
flat,sector 109,1.8,2000.0,3,3,3+,Relatively New,0,0,0,0,0,1,High,Mid Floor
house,sector 50,12.0,3240.0,3,4,2,Moderately Old,1,1,0,0,0,2,Medium,Low Floor
flat,sector 70,1.8,2167.0,3,5,3,New Property,0,0,0,0,0,1,Medium,
flat,sector 68,0.8,1180.0,2,2,3+,New Property,0,0,0,0,0,2,Low,High Floor
flat,sector 89,1.33,1423.0,3,3,3,Under Construction,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 85,2.1,2545.0,4,5,3+,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
house,sector 4,0.61,61.0,2,2,2,Moderately Old,0,0,0,0,1,1,Low,Low Floor
flat,sector 102,1.45,1493.0,3,3,2,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 82a,0.62,650.0,1,1,0,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 53,7.4,2477.0,4,4,3,Under Construction,0,0,0,0,0,1,Low,High Floor
flat,sector 99a,0.26,611.0,2,2,1,Relatively New,0,0,0,0,1,1,Medium,Mid Floor
flat,sohna road,0.52,913.0,2,2,2,Relatively New,0,0,0,1,0,1,High,Mid Floor
flat,sector 62,9.2,3867.0,4,6,3,Relatively New,0,1,0,1,0,2,High,Mid Floor
flat,sector 102,1.98,2222.0,3,3,3+,Relatively New,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 104,1.8,2544.0,3,4,3,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 59,4.25,2077.0,3,4,3,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 70,2.0,2172.0,4,5,3+,Relatively New,0,1,0,0,0,2,Low,Low Floor
flat,sector 79,1.9,1946.0,3,4,3,Under Construction,0,0,0,0,0,1,Medium,High Floor
flat,sector 104,2.6,2851.0,4,4,3+,Relatively New,0,1,0,0,0,1,Medium,High Floor
flat,sector 109,2.0,2380.0,4,4,2,Relatively New,0,1,0,1,0,1,Medium,High Floor
house,sector 3 phase 2,1.0,900.0,3,4,2,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 56,2.05,2600.0,4,4,3+,Old Property,0,0,1,0,0,2,Medium,Mid Floor
flat,sector 66,1.7,1072.0,2,2,2,Relatively New,0,0,0,0,1,1,Medium,Mid Floor
house,sector 48,6.4,2700.0,4,4,3,Moderately Old,0,1,1,0,0,2,High,Mid Floor
flat,sector 79,1.35,1362.0,3,3,2,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 7,0.75,600.0,3,5,3,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
flat,sector 79,1.29,1423.0,2,2,3,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 102,1.55,1315.0,3,4,3,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sohna road,1.3,1509.0,3,3,3+,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 91,0.96,1271.0,2,2,3+,Moderately Old,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 102,1.6,1315.0,3,3,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 112,3.1,1500.0,2,2,3,Relatively New,1,1,1,0,0,2,Medium,Mid Floor
flat,sector 49,2.45,1865.0,3,3,3,Relatively New,1,0,0,0,0,1,Low,
flat,sohna road,0.25,386.0,1,1,1,Relatively New,0,0,0,0,0,1,Medium,Low Floor
flat,sector 102,0.48,582.0,2,2,1,Relatively New,0,0,1,0,0,1,High,Mid Floor
house,sector 109,6.25,6228.0,5,7,3+,Relatively New,1,1,1,1,0,1,Medium,Mid Floor
flat,sector 43,2.0,1273.0,3,3,2,Moderately Old,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 67a,0.55,581.0,2,2,2,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 2,0.65,1125.0,2,2,1,Moderately Old,0,0,1,0,0,1,Low,Low Floor
flat,sector 37d,0.55,610.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 37c,0.98,1660.0,3,4,3,Relatively New,0,1,0,0,1,1,Low,Mid Floor
house,sector 12,6.0,1710.0,4,6,2,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 68,1.02,1250.0,2,2,2,Relatively New,0,0,0,0,1,2,Low,High Floor
flat,sector 85,2.1,2600.0,4,4,3,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 30,0.69,896.0,2,2,1,Old Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 70a,1.51,1788.0,3,3,3,Relatively New,0,1,0,0,0,1,Low,Mid Floor
flat,sector 104,2.6,3064.0,4,4,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 92,0.5,711.0,3,3,1,New Property,0,0,0,0,0,0,Medium,High Floor
flat,sohna road,0.4,900.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 102,2.03,1337.0,3,3,2,New Property,0,0,0,0,0,1,Medium,Low Floor
flat,sector 85,1.31,1822.0,2,2,2,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 50,3.0,2357.0,3,3,3+,Old Property,0,1,0,0,0,2,Medium,High Floor
flat,sector 68,0.84,1180.0,2,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sohna road,0.85,1080.0,3,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 70a,6.0,2700.0,5,4,3,New Property,1,0,0,0,0,1,Low,Mid Floor
house,sector 26,4.0,8829.0,4,3,2,Relatively New,0,0,0,0,0,2,Low,Low Floor
flat,sector 95,0.28,694.0,2,2,2,New Property,0,0,0,0,1,1,Low,Mid Floor
flat,sector 95,0.45,887.0,2,2,1,Relatively New,1,0,0,0,0,1,Medium,Low Floor
flat,sector 69,1.4,1419.0,3,3,1,Relatively New,0,0,0,1,0,1,Medium,High Floor
flat,sector 65,5.2,2696.0,3,3,3,Relatively New,1,1,0,0,0,2,Medium,High Floor
house,sector 10a,4.25,2367.0,4,3,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
