property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,sector 109,international city by sobha phase 2,7.0,5400.0,12963.0,5400.0,,,4,4,3+,2.0,West,Relatively New,0,0,0,0,0,2,102
flat,sector 61,smart world orchard,2.57,1630.0,15766.0,,1630.0,,3,3,2,3.0,North-East,Under Construction,1,0,0,0,0,1,0
house,sector 51,independent,2.25,900.0,25000.0,900.0,,,6,3,3+,3.0,North-West,Relatively New,0,0,0,0,0,1,54
house,sector 27,independent,8.0,3042.0,26298.0,3042.0,,,9,9,3,4.0,North-East,Relatively New,1,1,1,1,0,0,110
flat,sector 107,m3m woodshire,1.2,1943.0,6176.0,1750.0,1550.0,1943.0,3,3,3,7.0,South,Relatively New,0,0,0,0,0,2,49
house,sector 49,uppal southend,3.75,1467.0,25562.0,163.0,,,6,6,3+,3.0,East,Moderately Old,1,0,0,0,0,2,26
flat,sector 92,sare homes,0.58,1415.0,4098.0,,,1415.0,3,3,3,3.0,North-East,New Property,0,0,0,0,0,1,54
house,sector 109,international city by sobha phase 1,6.0,2430.0,24691.0,2430.0,,,4,5,3+,2.0,North,Relatively New,0,1,0,0,0,2,96
flat,sector 99a,pareena coban residences,1.6,2000.0,8000.0,,,2000.0,3,3,3,6.0,,Under Construction,0,0,0,0,0,1,0
flat,sector 81,dlf the ultima,2.26,2100.0,10761.0,,,2100.0,3,4,3+,17.0,West,New Property,0,1,0,0,0,0,174
flat,sector 66,emaar mgf palm studios,1.45,980.0,14795.0,,980.0,1188.0,2,2,3,3.0,East,Relatively New,0,0,0,0,0,1,92
flat,sector 56,mariners home,2.11,2450.0,8612.0,2250.0,2150.0,2450.0,3,2,3,4.0,South,Relatively New,0,0,0,0,1,2,126
flat,sector 33,central park flower valley aqua front towers,2.1,1789.0,11738.0,,,1789.0,3,3,2,6.0,,Under Construction,0,0,0,0,0,1,24
house,sector 54,independent,5.0,1161.0,43066.0,1161.0,,,21,21,3+,5.0,North,Relatively New,0,1,0,0,0,0,49
house,sector 45,independent,8.5,3240.0,26235.0,3240.0,,,5,4,2,1.0,North-East,Moderately Old,0,1,0,1,0,2,49
flat,sector 67,bestech park view spa next,2.7,2350.0,11489.0,,,2350.0,4,4,3+,9.0,South-West,Moderately Old,0,1,0,1,0,2,149
flat,sector 48,parsvnath green ville,1.6,1910.0,8376.0,1895.0,1800.0,1910.0,3,3,3+,8.0,North,Old Property,0,0,0,0,1,2,49
flat,sector 69,tulip violet,1.32,1569.0,8411.0,,,1568.0,3,3,1,12.0,South-West,Relatively New,0,0,0,1,0,2,86
house,sector 7,independent,2.0,1800.0,11111.0,1800.0,,,2,2,1,2.0,,Relatively New,0,0,0,0,0,1,0
flat,sohna road,signature global park,0.56,822.0,6812.0,,822.0,,2,2,3,3.0,South,New Property,0,0,0,0,0,1,81
flat,gwal pahari,suncity vatsal valley,1.38,1430.0,9650.0,,,1430.0,3,3,2,1.0,East,Relatively New,0,0,0,0,0,2,151
house,sector 43,independent,6.5,1836.0,35400.0,215.0,,,5,4,3+,3.0,South-East,Moderately Old,0,1,0,1,0,2,54
flat,sector 69,tulip violet,1.68,2010.0,8358.0,,,2010.0,4,4,2,7.0,North,Relatively New,0,0,0,0,0,1,127
flat,sector 85,ss the leaf,1.04,1741.0,5973.0,,,1741.0,2,3,3+,4.0,West,Relatively New,0,0,1,0,0,1,113
flat,sector 72,tata primanti,4.0,2905.0,13769.0,,,2905.0,4,5,2,7.0,South-East,Moderately Old,0,1,0,0,0,1,38
flat,sector 37d,signature global city,1.0,1225.0,8160.0,1250.0,915.0,,3,3,3,4.0,South-East,Under Construction,0,0,0,0,0,1,49
house,sector 2,independent,5.6,3240.0,17284.0,3240.0,,,8,6,3+,,South-West,Moderately Old,1,1,1,1,0,1,0
house,sector 7,independent,1.95,1440.0,13542.0,1440.0,,,2,2,2,2.0,,Old Property,0,0,0,0,0,1,0
flat,sector 56,sukhshanti apartment,1.7,2200.0,7727.0,2200.0,1610.0,,3,3,3,4.0,South,Moderately Old,1,0,0,0,0,1,49
house,sector 43,independent,13.5,2700.0,50000.0,2700.0,,,16,16,3+,4.0,North-West,Relatively New,1,1,0,1,1,1,41
flat,sector 108,raheja vedaanta,1.25,2200.0,5681.0,,,2200.0,3,2,0,0.0,,Relatively New,0,0,0,0,0,2,65
flat,sector 89,smart world gems,1.1,1103.0,9972.0,1103.0,,,3,1,0,0.0,,Undefined,0,0,0,0,0,1,45
flat,sector 107,m3m woodshire,1.35,2361.0,5717.0,1950.0,,2361.0,3,4,3+,8.0,South,Relatively New,0,1,0,0,0,2,74
flat,sector 61,suposhaa smartworld orchard,2.17,1550.0,14000.0,,1549.0,,3,3,3,1.0,,Under Construction,0,0,0,0,0,1,0
house,sector 25,independent,10.0,2700.0,37037.0,9500.0,9000.0,,5,5,3+,3.0,East,Moderately Old,0,1,0,1,0,0,29
flat,manesar,prasha apartments,0.75,2267.0,3309.0,,,2115.0,3,3,3+,3.0,West,Moderately Old,0,1,0,0,0,1,31
flat,sector 69,tulip violet,1.6,1578.0,10139.0,,,1578.0,3,3,2,0.0,South-West,Relatively New,0,0,0,1,0,1,49
flat,sector 56,kanchanjanga tower,1.45,1900.0,7631.0,,,1900.0,3,3,3+,2.0,North,Moderately Old,0,0,0,0,0,2,126
house,sector 26,independent,9.0,2700.0,33333.0,2700.0,,,5,5,2,3.0,South-West,Old Property,1,1,1,1,0,0,110
flat,sector 49,orchid petals,2.55,2070.0,12318.0,2060.0,1760.0,2070.0,3,4,3,8.0,East,Relatively New,1,0,0,0,0,2,49
flat,sector 67a,ireo the corridors,2.0,1750.0,11428.0,,,1750.0,3,3,3,12.0,,New Property,1,0,0,0,0,1,38
flat,sector 3 phase 3 extension,pooja apartment,0.25,700.0,3571.0,,700.0,,2,2,2,2.0,East,Relatively New,0,0,0,0,0,1,0
flat,sector 79,godrej,1.91,2244.0,8511.0,,,2244.0,3,4,3+,7.0,North-East,Relatively New,0,1,0,0,0,1,158
flat,sector 82,vatika independent floors,1.16,1660.0,6987.0,,1660.0,,3,3,3+,1.0,South-East,Relatively New,0,1,1,1,0,2,151
flat,sohna road,eldeco accolade,1.1,1457.0,7549.0,,,1457.0,2,2,3+,17.0,,Relatively New,1,0,0,0,1,2,7
flat,sohna road,ashiana mulberry,0.74,1230.0,6016.0,,1230.0,,2,2,3+,12.0,,Relatively New,0,0,0,0,0,1,71
flat,sector 6,bajrang apartments,0.38,850.0,4470.0,,850.0,,2,2,2,1.0,,Moderately Old,0,0,0,0,0,1,0
flat,sector 52,green homes,1.85,2350.0,7872.0,,,2350.0,3,3,3,7.0,,Moderately Old,0,1,0,0,0,1,28
flat,sector 90,dlf new town heights,1.88,2727.0,6894.0,2726.0,2725.0,2727.0,4,4,3+,20.0,South,Relatively New,0,1,0,1,0,1,145
flat,sector 93,signature global orchard avenue 2,,,,,577.160318,,2,2,3,11.0,East,Under Construction,0,0,0,0,0,1,104
house,sector 70a,bptp visionnaire,4.7,2610.0,18008.0,2610.0,,,4,4,3+,3.0,North-East,New Property,0,0,0,0,1,1,35
flat,sector 84,antriksh heights,0.84,1725.0,4869.0,,,1725.0,3,3,3+,8.0,,New Property,0,0,0,1,0,1,60
flat,sector 65,m3m heights,2.44,1835.0,13300.0,,,1828.0,3,3,2,7.0,,Under Construction,0,0,0,0,0,1,31
flat,sector 103,indiabulls centrum park,2.2,2875.0,7652.0,,,2875.0,4,6,3+,4.0,North-East,Relatively New,0,1,0,0,0,2,108
flat,sector 36,the serenas,0.42,531.0,7910.0,,531.0,,2,2,1,3.0,,Undefined,0,0,0,0,0,1,0
flat,sector 90,dlf new town heights,1.75,3059.0,5720.0,,,2727.0,4,4,3+,17.0,South,Relatively New,0,1,0,1,0,1,88
flat,sector 102,conscient heritage max,2.65,2554.0,10375.0,,,2554.0,4,5,3+,17.0,North,Moderately Old,0,1,0,0,0,1,125
flat,sector 79,bestech altura,1.9,2111.0,9000.0,,2150.0,,3,4,2,11.0,,New Property,0,1,0,0,0,1,49
flat,sector 90,shree vardhman flora,0.7,1315.0,5325.0,1350.0,,1352.0,2,2,3,9.0,East,New Property,1,0,0,0,0,1,60
flat,sector 99a,pareena coban residences,1.16,1997.0,5808.0,1790.0,1420.0,1997.0,3,3,3,3.0,North-East,Relatively New,0,1,0,0,1,1,49
flat,sector 79,mapsko mount ville,1.28,1496.0,8557.0,,1063.91,1490.0,3,3,3,16.0,South,Relatively New,1,0,0,0,0,2,128
flat,sector 90,dlf regal gardens,1.27,2310.0,5499.0,1500.0,1400.0,1755.0,3,3,3+,2.0,South-West,Relatively New,0,0,0,0,1,1,72
flat,sector 59,conscient elevate,4.02,2297.0,17500.0,,2295.0,,3,3,1,3.0,,Under Construction,0,0,0,0,0,1,31
house,sector 7,independent,0.45,900.0,5000.0,900.0,,,3,2,1,2.0,North-West,Old Property,0,0,0,0,1,1,12
flat,sector 92,signature global city 92,0.99,1495.0,6622.0,,1495.0,,3,2,3,1.0,East,New Property,0,0,0,0,1,1,37
flat,sector 61,puri the aravallis,3.9,1174.0,33209.0,,1249.68879,,3,4,3+,33.0,South,Under Construction,0,1,0,0,0,1,158
flat,sector 7,maa bhagwati residency,0.45,900.0,5000.0,,900.0,,2,2,1,4.0,West,Relatively New,0,0,0,0,0,1,28
flat,sector 93,spaze privvy the address,1.25,2193.0,5701.0,2105.0,1700.0,,4,4,3,16.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 65,emaar mgf emerald floors premier,2.35,1650.0,14242.0,,,1650.0,3,3,3,2.0,West,Relatively New,1,1,0,0,0,2,168
flat,sohna road,global height,0.45,710.0,6338.0,,710.0,,2,2,2,6.0,East,Relatively New,0,0,0,0,0,0,49
house,sector 56,independent,4.0,1503.0,26613.0,1503.0,,,4,4,3+,2.0,,Relatively New,0,0,0,0,0,2,24
house,sector 2,ansal api spanish court,2.9,1557.0,18626.0,1415.0,1350.0,,4,4,3,2.0,North,Relatively New,0,0,1,0,0,2,49
flat,sector 74,m3m skywalk,1.6,1406.0,11379.0,,,1406.0,2,2,2,28.0,,New Property,0,0,0,0,0,1,15
flat,sector 91,tarc maceo,1.5,2320.0,6465.0,,1325.0,2320.0,3,4,3+,3.0,North-West,Relatively New,1,1,0,0,0,1,112
flat,sector 56,kiran residency,1.5,2256.0,6648.0,2250.0,,,3,5,3+,4.0,South-East,Moderately Old,1,0,0,1,0,2,134
house,sector 4,not applicable,0.51,360.0,14167.0,360.0,,,4,4,3,4.0,,New Property,0,0,0,0,0,1,0
house,sector 4,not applicable,0.4,432.0,9259.0,432.0,,,1,1,1,1.0,,Moderately Old,0,0,0,0,0,1,0
flat,sector 68,pareena mi casa,1.1,1245.0,8835.0,,,1245.0,2,2,3,11.0,North,New Property,0,0,0,0,0,1,95
flat,sector 89,smart world gems,1.25,1423.0,8784.0,,,1423.0,3,3,3,2.0,North,Under Construction,0,0,0,1,0,1,12
house,sector 4,independent,0.7,1053.0,6648.0,117.0,,,3,3,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 61,smart world orchard,1.5,1200.0,12500.0,,1200.0,,2,2,2,2.0,North,Under Construction,1,0,0,0,0,1,49
house,sector 14,independent,6.4,3150.0,20317.0,349.0,348.0,,6,6,3+,3.0,North,Old Property,0,0,0,0,1,1,35
house,sector 2,independent,19.5,7200.0,27083.0,7200.0,,,8,9,3+,2.0,North,New Property,1,1,0,1,0,1,122
flat,sector 85,godrej air,1.05,990.0,10603.0,97.0,92.0,,2,2,1,15.0,East,Under Construction,0,0,0,0,0,1,45
flat,sector 81,dlf the ultima,3.46,2872.0,12047.0,,,2872.0,4,4,3+,10.0,East,New Property,0,1,0,0,0,0,161
flat,sector 83,vatika emilia floors,0.6,1050.0,5714.0,990.0,950.0,1050.0,2,2,2,1.0,South,Relatively New,0,0,0,0,0,2,167
flat,sector 67,m3m merlin,3.39,2358.0,14376.0,2100.0,2000.0,2358.0,3,4,3,14.0,East,Relatively New,0,1,0,0,0,2,26
flat,sector 106,paras dews,1.42,2355.0,6029.0,,,2355.0,4,6,3+,11.0,North-East,Relatively New,0,1,0,0,0,1,143
house,sector 43,independent,7.85,2700.0,29074.0,2700.0,,,9,9,3+,3.0,West,Relatively New,1,1,0,1,1,0,49
flat,sector 67,m3m merlin,3.5,2400.0,14583.0,,2050.0,2400.0,3,4,3,17.0,South-East,Relatively New,0,1,1,0,0,2,167
flat,sector 88a,adani aangan arcade,0.45,626.0,7194.0,,625.490229,,2,2,1,8.0,,New Property,0,0,0,0,0,1,14
flat,sector 104,puri emerald bay,2.45,2450.0,10000.0,,1840.0,2450.0,3,4,3+,14.0,South,Relatively New,0,1,0,0,0,2,56
flat,sector 37d,signature global city,1.1,1250.0,8800.0,,1250.0,,3,3,3,1.0,,Under Construction,0,0,0,0,0,1,16
flat,sector 78,umang monsoon breeze,1.2,1848.0,6493.0,,1848.0,2250.0,3,3,2,8.0,,Moderately Old,0,0,0,1,0,0,8
house,sector 45,independent,7.35,2475.0,29697.0,2475.0,,,6,4,3+,3.0,North-East,Old Property,1,1,1,1,0,2,61
flat,sector 33,godrej,0.95,1385.0,6859.0,,,1385.0,2,2,3+,3.0,South-East,Under Construction,0,0,0,0,0,1,0
flat,sector 109,ats kocoon,1.75,1745.0,10028.0,1550.0,1250.0,1745.0,3,3,3,10.0,North-East,Relatively New,0,0,0,1,0,2,49
house,sector 105,rajendra park gurgaon,0.37,360.0,10277.0,360.0,,,4,3,2,3.0,East,Relatively New,0,0,0,0,0,1,0
flat,sector 85,ss the leaf,1.18,1100.0,10727.0,1700.0,1100.0,1741.0,2,2,3,9.0,North-East,Relatively New,1,0,0,0,0,2,150
flat,sector 108,raheja vedaanta,0.7,1548.0,4522.0,1548.0,1200.0,,2,2,3,1.0,West,Undefined,0,0,0,0,0,1,0
flat,sector 81,bestech park view ananda,0.95,1360.0,6985.0,1260.0,894.0,1360.0,2,2,2,14.0,North-East,Relatively New,0,0,0,0,0,2,165
house,sector 57,independent,6.25,22498.0,2778.0,2660.0,2500.0,,9,9,3+,3.0,North-East,New Property,0,1,0,0,0,2,61
flat,sohna road,ashiana anmol,0.93,1275.0,7294.0,1000.0,875.0,1275.0,2,2,2,9.0,,Under Construction,0,0,0,0,1,1,31
flat,sohna road,eldeco accolade,0.96,1461.0,6571.0,,849.0,1457.0,2,2,3+,14.0,East,Relatively New,1,0,0,0,0,1,151
flat,sector 86,pyramid urban homes 2,0.5,520.0,9615.0,,520.0,,2,2,1,10.0,,Relatively New,0,0,0,0,0,1,15
flat,sector 95,signature the roselia,0.45,569.0,7908.0,,569.0,,2,2,2,2.0,East,New Property,0,0,0,0,0,2,31
flat,sector 99a,pareena coban residences,1.35,1997.0,6761.0,,,1997.0,3,5,3,6.0,,New Property,0,1,0,0,1,1,60
house,sector 4,independent,0.47,1336.0,3519.0,1350.0,,,3,4,0,3.0,,Undefined,0,0,0,0,0,1,0
house,sector 109,international city by sobha phase 2,8.75,3600.0,24306.0,3600.0,,,5,5,3+,3.0,North-East,New Property,1,1,1,1,0,2,153
flat,sector 56,meditech apartment,2.45,3000.0,8166.0,2900.0,2800.0,3000.0,4,4,3+,1.0,West,Relatively New,0,0,0,0,1,2,118
house,sector 63a,aindependentt raj estates,8.5,3132.0,27139.0,3132.0,,,6,6,3+,3.0,East,Under Construction,0,0,1,1,0,1,29
flat,sector 37d,bptp terra,1.17,1410.0,8297.0,,,1410.0,2,2,2,0.0,North-East,Relatively New,0,0,0,0,0,1,107
flat,sector 108,raheja vedas,2.15,5201.0,4134.0,4600.0,4000.0,5200.0,3,4,3+,12.0,East,Relatively New,1,0,0,0,0,1,0
flat,sector 28,dlf regency park,2.25,1550.0,14516.0,1700.0,1550.0,1777.0,3,3,2,16.0,West,Old Property,0,1,0,0,0,1,89
flat,sohna road,breez global hill view,0.35,658.0,5319.0,658.0,554.17,,2,2,2,18.0,,New Property,0,0,0,0,0,1,15
flat,sector 108,sobha city,2.9,2003.0,14478.0,,,2003.0,3,4,2,11.0,North-East,Relatively New,0,0,0,0,0,1,108
flat,sector 61,smart world orchard,2.6,1766.0,14723.0,,,1630.0,3,3,2,2.0,,New Property,0,0,0,0,0,1,47
flat,sector 82a,dlf the primus,2.6,2273.0,11438.0,,1340.0,2273.0,4,4,3+,2.0,East,Relatively New,0,0,0,0,1,1,38
flat,sector 67,ireo victory valley,2.99,2527.0,11832.0,2200.0,2100.0,2527.0,3,3,3,4.0,East,Relatively New,0,1,0,0,0,2,37
flat,sector 61,smart world orchard,1.7,1120.0,15178.0,,1120.0,,2,2,2,4.0,East,Under Construction,1,0,0,0,0,1,127
flat,sector 37d,signature global the millennia,0.6,650.0,9230.0,,596.12,650.0,2,2,3,7.0,,New Property,0,0,0,0,0,1,35
house,sector 11,independent,2.5,1400.0,17857.0,1850.0,,,5,4,3,1.0,East,Old Property,0,0,1,0,0,1,0
house,sector 43,independent,2.15,1650.0,13030.0,1650.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,gwal pahari,paras quartier,5.9,5350.0,11028.0,5350.0,,,4,4,3+,0.0,,Moderately Old,0,0,0,0,0,1,63
flat,sector 37d,bptp terra,1.65,2191.0,7530.0,2091.0,1991.0,2191.0,4,3,3+,6.0,West,Relatively New,0,0,0,0,0,2,149
flat,sector 43,dlf royalton tower,6.2,2997.0,20687.0,,,2997.0,4,4,3+,9.0,,Moderately Old,0,1,0,0,0,1,7
flat,sector 65,emaar mgf emerald floors premier,2.25,1650.0,13636.0,,,1650.0,3,3,3+,3.0,South,Relatively New,1,1,0,0,0,1,152
flat,sector 77,emaar palm heights,1.79,2025.0,8839.0,1600.0,1548.0,2025.0,3,3,3,1.0,North-East,New Property,0,1,0,0,0,2,49
flat,sector 81,bestech spa signature,4.4,3500.0,12571.0,3700.0,3500.0,4200.0,4,4,3+,6.0,South-West,New Property,1,1,0,1,1,0,49
flat,sector 99a,laxmi apartment sector 99a gurgaon,0.3,650.0,4615.0,,550.0,650.0,2,2,1,4.0,,New Property,0,0,0,0,0,1,44
flat,sector 78,raheja revanta,0.99,1623.0,6100.0,,,1621.0,2,2,3,14.0,East,Under Construction,0,0,0,0,1,1,39
flat,sector 74,m3m skywalk,1.52,1139.0,13342.0,1250.0,1139.2,1400.0,2,2,3,6.0,South-East,Relatively New,0,0,1,0,0,1,174
flat,sector 68,pareena mi casa,1.0,1225.0,8163.0,,1225.0,,2,2,2,16.0,,New Property,0,1,0,0,0,1,65
flat,sector 81,bestech park view grand spa,2.3,2660.0,8646.0,2280.0,1950.0,2660.0,3,4,3+,7.0,East,Relatively New,0,1,0,0,0,2,49
flat,sector 65,m3m latitude,4.6,1717.0,26790.0,,1717.0,,3,3,3,7.0,South,New Property,1,1,1,1,0,1,115
house,sector 26,independent,4.6,3771.0,12198.0,3771.0,,,4,4,3+,,,Old Property,0,0,0,0,0,1,28
flat,sector 82a,dlf the primus,2.95,2576.0,11451.0,,1700.0,2576.0,4,5,3+,10.0,North-East,Relatively New,0,1,0,0,0,0,174
house,sector 7,independent,1.35,330.0,40909.0,330.0,,,4,5,0,3.0,,Undefined,0,0,0,0,0,1,0
flat,sector 92,bestech park view sanskruti,1.55,1995.0,7769.0,,,1995.0,3,4,3,8.0,North,Relatively New,0,1,0,0,0,1,49
house,sector 43,ansal sushant lok plots,11.5,6500.0,17692.0,9000.0,6500.0,,7,8,3+,3.0,,Old Property,0,1,1,1,0,2,31
flat,sohna road,gls arawali homes,0.3,567.0,5291.0,,467.0,567.0,2,2,2,10.0,,Relatively New,0,0,0,0,0,1,42
flat,sector 37d,bptp terra,1.75,2191.0,7987.0,2100.0,1800.0,2191.0,4,4,3,7.0,West,Relatively New,0,0,0,0,1,2,120
flat,sector 67,bestech park view spa next,2.85,2350.0,12127.0,,,2350.0,4,4,3+,5.0,South,Moderately Old,0,1,0,1,0,2,149
flat,manesar,sbr apartment,0.68,1526.0,4456.0,1526.0,,,3,3,3,2.0,,Moderately Old,0,0,0,0,0,1,0
flat,sector 95,rof ananda,0.32,558.0,5736.0,,549.174178,,2,2,1,10.0,North,Relatively New,0,0,0,1,0,2,50
flat,sector 9a,the new crpf apartments,0.75,1290.0,5813.0,,1290.0,,3,3,3,6.0,East,Old Property,0,0,0,1,0,1,31
flat,sector 37c,ild greens,0.9,1603.0,5614.0,1500.0,,1603.0,3,3,3,0.0,North-East,Under Construction,0,0,0,0,0,1,66
flat,sector 95,ramsons kshitij,0.17,3125.0,544.0,,3212.0,,1,1,1,12.0,North-East,Relatively New,0,0,0,0,0,1,56
flat,sector 65,m3m golfestate,5.0,2700.0,18518.0,2800.0,2700.0,2979.0,3,3,3+,28.0,North-East,Relatively New,0,1,0,1,0,2,165
flat,sector 88b,vatika xpressions,0.92,1250.0,7360.0,1300.0,1250.0,1350.0,2,2,2,3.0,North,Relatively New,0,0,0,1,0,1,174
flat,sector 50,the close north,2.35,1997.0,11767.0,1950.0,1850.0,1997.0,3,3,3+,8.0,North-East,Moderately Old,0,0,0,0,0,2,165
flat,sector 70a,aipl zen residences,1.75,1706.0,10257.0,1706.0,1050.0,,3,4,3+,20.0,North-East,Relatively New,0,0,0,0,1,0,49
flat,sector 108,sobha city,3.75,2510.0,14938.0,,,2343.0,3,3,2,16.0,North-East,New Property,0,1,0,0,0,1,77
house,sector 69,independent,0.8,763.0,10484.0,763.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 84,antriksh heights,0.85,1530.0,5556.0,,,1350.0,2,2,3,10.0,North-West,New Property,1,0,0,0,1,1,24
flat,sector 79,mapsko mount ville,1.2,1490.0,8053.0,,863.91,1490.0,3,3,3+,24.0,East,Relatively New,0,0,0,0,0,2,135
flat,sector 65,m3m golfestate,6.15,3363.0,18287.0,,2710.0,3363.0,3,3,3,23.0,,Moderately Old,1,1,0,0,0,2,60
flat,sector 60,ireo skyon,3.8,2800.0,13571.0,2791.0,2768.0,2800.0,4,5,3,15.0,East,Moderately Old,0,1,0,0,0,2,145
house,sector 43,independent,27.5,11286.0,24366.0,11286.0,,,6,7,3+,3.0,North-East,Relatively New,1,1,0,1,1,2,42
house,sector 25,independent,4.45,1350.0,32963.0,1350.0,,,4,3,3+,2.0,West,Moderately Old,0,0,1,0,0,1,79
flat,sector 83,sapphire eighty three,0.4,468.0,8547.0,,468.0,,1,1,1,6.0,North-East,Relatively New,0,0,0,0,0,0,52
flat,sector 85,ss the leaf,1.05,1704.0,6163.0,,,1671.0,2,2,3+,7.0,West,Relatively New,0,0,1,0,0,1,144
flat,sector 70,tulip orange,1.0,970.0,10309.0,,970.0,,3,2,2,3.0,,Moderately Old,0,0,0,0,0,1,58
house,sector 7,independent,8.0,3600.0,22222.0,3600.0,,,4,5,3+,1.0,North-East,Old Property,1,1,0,1,0,1,31
flat,sector 90,green court,0.4,626.0,6389.0,,526.0,626.0,2,2,1,8.0,South,New Property,0,0,0,0,0,1,20
flat,sector 85,ss the leaf,1.85,2812.0,6578.0,,,2812.0,4,5,3+,1.0,North-West,Relatively New,0,0,0,0,0,1,95
flat,sector 63a,birla navya,3.7,2400.0,15416.0,,2400.0,,3,3,3+,1.0,North,Under Construction,0,0,0,0,0,1,72
flat,sector 25,dlf beverly park,8.0,5200.0,15384.0,,5200.0,,5,5,3+,2.0,North-East,Old Property,1,1,0,1,1,0,26
flat,sector 81,dlf the ultima,2.35,2103.0,11174.0,1550.0,1257.0,2103.0,3,3,3+,14.0,South,Relatively New,1,1,0,1,1,0,49
flat,sector 108,sobha city,2.5,1711.0,14611.0,1480.0,1111.44,1711.0,3,3,2,19.0,East,New Property,0,0,0,0,0,1,166
flat,sector 95,siddhartha apartment,1.1,2542.0,4327.0,,2542.0,,4,3,3,9.0,North,Relatively New,0,1,0,0,1,1,22
flat,sector 54,dlf park place,4.85,1607.0,30180.0,1785.0,1607.0,1983.0,3,4,3+,6.0,North,Moderately Old,0,1,0,0,0,0,158
flat,sector 103,indiabulls centrum park,2.14,2875.0,7443.0,,2550.0,2875.0,4,6,3+,7.0,East,Relatively New,0,1,0,0,0,1,142
flat,sector 85,orris carnation residency,0.72,1475.0,4881.0,1350.0,1250.0,1475.0,3,3,2,9.0,West,Moderately Old,0,0,0,0,1,1,49
flat,sector 43,dlf the icon,5.25,2575.0,20388.0,2570.0,2560.0,2575.0,4,4,3,9.0,North,Old Property,0,1,0,1,1,1,135
flat,sector 99,assotech blith,1.6,2400.0,6667.0,2400.0,,,3,4,0,15.0,,Undefined,0,0,0,0,0,1,51
flat,sector 102,conscient heritage max,1.82,2020.0,9011.0,,,1942.0,3,4,3+,12.0,North-East,Relatively New,0,1,0,0,0,1,101
flat,sector 78,raheja revanta,1.2,1198.0,10018.0,,505.0,1197.8,1,2,2,32.0,,Under Construction,0,0,0,0,0,1,39
flat,sector 77,emaar palm heights,2.25,2000.0,11250.0,,,2000.0,3,3,3,22.0,,New Property,0,1,0,0,0,2,42
flat,sector 78,umang monsoon breeze,0.62,1239.0,5004.0,1115.0,947.0,1239.0,2,2,1,7.0,South,Moderately Old,0,0,1,0,0,1,111
house,sector 25,independent,7.3,46795.0,1560.0,5800.0,5200.0,,9,9,2,3.0,North-West,Relatively New,0,1,1,0,0,2,109
house,sector 47,independent,4.3,1467.0,29311.0,1467.0,,,6,4,2,2.0,,Moderately Old,0,0,0,0,1,1,0
flat,sector 90,green court,0.47,690.0,6811.0,,690.0,,2,2,1,0.0,East,New Property,0,0,0,0,0,1,49
flat,sector 82,mapsko casa bella,3.0,4891.0,6134.0,,,4890.0,4,6,3+,25.0,West,Relatively New,0,1,0,1,0,2,119
flat,gwal pahari,krrish provence estate,5.5,5800.0,9482.0,,,5800.0,4,5,3+,11.0,East,New Property,1,1,0,1,0,1,151
house,sector 41,unitech palms south city 1,9.25,3240.0,28549.0,5000.0,4500.0,,9,9,3+,4.0,North,Moderately Old,1,1,1,1,0,2,65
flat,sector 84,spaze privy at,1.35,1400.0,9642.0,1750.0,1400.0,1918.0,3,3,3,7.0,South-East,Relatively New,0,0,0,1,0,1,90
flat,sector 90,dlf regal gardens,1.25,1200.0,10416.0,,1200.0,1702.0,3,3,3,18.0,North,Moderately Old,0,1,0,0,0,1,100
flat,sector 73,today callidora,0.9,1622.0,5548.0,1622.0,,,3,3,3,3.0,East,Under Construction,0,1,0,0,0,1,63
house,sector 43,independent,2.1,549.0,38251.0,549.0,,,10,10,3+,5.0,West,New Property,0,1,0,0,0,1,20
house,sector 54,independent,3.51,2844.0,12342.0,2844.0,,,4,4,3,4.0,North,New Property,0,1,0,0,0,1,73
flat,sector 69,tulip violet,1.32,1569.0,8411.0,,,1568.0,3,3,1,12.0,South-East,Relatively New,0,0,0,1,0,1,86
flat,sector 79,supertech basera,0.36,471.0,7643.0,546.0,471.0,,2,2,1,4.0,,New Property,0,0,0,0,0,1,60
house,sector 24,dlf city plots phase 3,1.6,540.0,29629.0,540.0,500.0,,8,5,3+,4.0,East,Old Property,0,0,0,0,0,1,8
flat,sector 84,antriksh heights,0.69,1350.0,5111.0,,,1350.0,2,2,3+,8.0,West,Relatively New,1,0,0,0,0,1,59
flat,sector 66,emaar mgf the enclave,2.1,1700.0,12352.0,1800.0,1700.0,1920.0,3,4,2,12.0,North-East,Relatively New,0,1,0,0,0,2,156
house,sector 12,independent,2.9,2700.0,10740.0,2700.0,,,7,7,3,2.0,South-West,Old Property,0,0,0,0,0,1,7
house,sector 22,saksham welfare association,4.7,2368.0,19847.0,170.0,160.0,,6,6,3+,2.0,West,Old Property,0,0,1,1,0,2,106
