property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sector 108,sobha city,2.95,2003.0,14727.0,1600.0,1400.0,2003.0,3,4,2,12.0,East,Relatively New,0,0,0,0,0,1,49
house,sector 25,independent,,,,450.0,400.0,,5,5,3+,2.0,West,Relatively New,1,1,0,1,1,2,49
flat,sector 82,mapsko casa bella,1.75,2535.0,6903.0,2535.0,1960.0,,4,5,3+,1.0,West,Undefined,0,0,0,0,0,1,54
flat,sector 37d,bptp terra,1.45,1811.0,8006.0,1711.0,1611.0,1811.0,3,3,3,8.0,South-East,Relatively New,0,0,0,0,0,1,149
flat,sector 92,sare homes,0.71,1326.0,5354.0,,1326.0,,3,3,3,2.0,North-West,Relatively New,0,0,0,1,0,1,108
flat,sector 92,sare homes,0.8,1704.0,4694.0,,1704.0,,4,4,3,1.0,North-East,Moderately Old,0,0,0,0,0,1,77
flat,sector 77,umang winter hills,0.8,1342.0,5961.0,,1000.0,1342.0,2,2,2,10.0,North,Relatively New,0,0,0,0,0,2,49
flat,sector 83,vatika gurgaon,1.05,1500.0,7000.0,,1500.0,1735.0,3,3,3,3.0,South-West,Relatively New,0,0,1,0,0,1,79
flat,sector 111,puri diplomatic greens,2.65,1950.0,13589.0,,1950.0,2215.0,3,4,2,7.0,West,Relatively New,0,1,0,0,0,2,159
flat,sector 74,m3m skywalk,1.78,1424.0,12500.0,,1424.0,,2,2,3+,12.0,,Undefined,0,0,0,0,0,1,63
flat,sector 33,godrej nature plus,1.1,1380.0,7971.0,,1380.0,,2,2,2,14.0,North,Undefined,0,0,0,0,0,1,56
flat,sector 69,tulip violet,1.68,1668.0,10071.0,,,1668.0,3,3,2,0.0,West,Relatively New,0,0,0,0,0,1,157
flat,sector 56,kiran residency,1.55,2250.0,6888.0,1900.0,1750.0,2250.0,3,3,3+,5.0,North,Moderately Old,0,1,0,1,0,2,92
flat,sector 81,dlf the ultima,2.25,2092.0,10755.0,2090.0,2087.0,2092.0,3,4,3+,11.0,West,Relatively New,0,1,0,0,0,0,174
flat,sector 49,satya element one,0.87,450.0,19333.0,,450.0,,1,1,1,2.0,,Relatively New,0,0,0,0,0,1,22
flat,sector 22,ambience creacions,6.16,3000.0,20533.0,,3000.0,,4,5,3+,10.0,South-East,New Property,0,1,0,1,0,2,49
flat,sohna road,signature global park,0.78,1218.0,6404.0,,1210.0,,3,3,3,1.0,South-East,Relatively New,0,0,0,1,0,1,150
flat,sector 83,emaar palm gardens,1.8,1900.0,9474.0,1900.0,,,3,4,0,9.0,,Undefined,0,0,0,0,0,1,55
flat,sector 52,ansal api sushant estate,0.29,250.0,11600.0,,250.0,,1,1,0,0.0,,Moderately Old,0,0,0,0,0,2,49
flat,sector 63,dhoot time residency,3.0,1642.0,18271.0,1642.0,1500.0,,3,3,3+,14.0,,Relatively New,0,1,0,0,0,2,0
flat,sector 37c,corona optus,1.43,1990.0,7185.0,,1700.0,1990.0,3,3,3+,2.0,North-West,Relatively New,1,1,0,0,1,1,49
flat,sector 65,m3m heights,2.01,1489.0,13500.0,,1433.0,1516.0,2,2,3,8.0,North-East,New Property,1,0,0,0,0,1,44
flat,sector 37d,ramprastha the edge towers,1.0,1770.0,5649.0,,,1770.0,3,3,3+,13.0,,Moderately Old,0,0,0,0,0,1,38
flat,sector 4,shri ram apartments,0.36,950.0,3789.0,,950.0,,2,2,1,4.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 33,godrej nature plus,1.55,1557.0,9955.0,,1557.0,,3,2,3+,8.0,East,New Property,0,0,0,0,0,1,43
house,sector 82,vatika the seven lamps,1.6,2425.0,6597.0,2425.0,,,4,4,3+,16.0,North,Moderately Old,0,1,0,0,0,1,94
house,sector 66,emaar mgf marbella,,,,350.0,,,5,5,3,2.0,,Relatively New,0,0,0,0,0,2,22
flat,sector 70a,capital residences 360,1.1,1450.0,7586.0,,,1450.0,2,2,2,10.0,South-East,Relatively New,1,0,0,0,0,1,42
flat,sector 70,shree vardhman victoria,1.62,1950.0,8307.0,,1161.0,1950.0,3,5,3,9.0,North,Relatively New,0,1,0,0,0,1,43
house,sector 50,unitech espace,7.35,1760.0,41762.0,240.0,,,4,4,3+,3.0,South,Moderately Old,0,1,0,1,0,2,52
flat,sector 84,pivotal devaan,0.3,450.0,6666.0,,450.0,,1,1,1,14.0,,New Property,0,0,0,0,0,2,22
flat,sohna road,mvn athens,0.24,340.0,7056.0,,340.13924000000003,,1,1,1,12.0,West,Relatively New,0,0,0,0,0,1,66
flat,sector 102,shapoorji pallonji joyville gurugram,1.28,1215.0,10534.0,,,1215.0,2,2,3,10.0,East,Relatively New,0,0,0,0,0,1,49
flat,sector 77,umang winter hills,1.4,2208.0,6340.0,1735.0,,,3,3,3,10.0,North-East,Undefined,0,0,0,0,0,1,28
flat,sector 69,tulip leaf,2.07,1812.0,11423.0,,,1812.0,3,3,3,16.0,South-West,Relatively New,0,0,0,0,0,1,49
flat,sector 104,zara aavaas,0.22,301.0,7302.0,,301.28156099999995,,1,2,2,2.0,,New Property,0,0,0,0,0,1,60
house,sector 110,independent,0.34,500.0,6800.0,500.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 48,parsvnath green ville,1.42,1650.0,8606.0,,,1650.0,3,3,3,1.0,North-West,Moderately Old,0,0,1,0,0,0,174
flat,sector 70,shree vardhman victoria,1.67,1161.0,14384.0,,1161.0,1950.0,3,5,3,5.0,North-East,Moderately Old,0,1,0,0,0,1,108
flat,sector 30,unitech uniworld city,3.55,2368.0,14991.0,2367.0,2000.0,2368.0,3,5,3+,16.0,North,Old Property,0,1,0,0,0,2,141
flat,sector 81,bestech park view ananda,0.95,894.0,10626.0,,894.0,1360.0,2,2,2,2.0,North-East,Relatively New,0,0,0,0,0,2,104
house,sector 89,greenopolis,0.7,1297.0,5397.0,1297.0,,,2,2,2,14.0,North-East,Undefined,0,0,0,0,0,1,0
flat,sector 70,shree vardhman victoria,1.25,1350.0,9259.0,,,1350.0,2,2,3,3.0,East,Relatively New,1,0,0,0,0,1,43
flat,sector 103,indiabulls centrum park,2.45,2875.0,8521.0,,,2875.0,4,4,3,11.0,East,Relatively New,1,1,1,1,0,1,38
house,sector 43,sushant lok 1 builder floors,2.45,3159.0,7756.0,540.0,351.0,,4,4,3+,3.0,West,Moderately Old,1,1,0,1,1,0,123
house,sector 105,independent,1.2,900.0,13333.0,900.0,,,7,4,1,2.0,South-West,Moderately Old,0,0,0,0,1,1,14
house,sector 12,independent,1.0,135.0,74074.0,3750.0,,,9,7,3+,3.0,North,Moderately Old,0,0,1,1,0,1,7
flat,sector 90,shree vardhman flora,0.7,1300.0,5384.0,,,1300.0,2,2,3,13.0,,New Property,1,0,0,0,0,1,15
flat,sector 109,chintels paradiso,1.97,2630.0,7490.0,,,2630.0,4,4,2,11.0,North-East,Relatively New,0,1,0,1,0,1,49
flat,sector 10a,maxworth city residences,0.8,1250.0,6400.0,,1250.0,,2,3,2,9.0,,New Property,0,0,0,0,0,1,46
flat,sector 85,ss the leaf,1.98,2398.0,8256.0,2399.0,2398.0,2408.0,3,4,3,12.0,West,Relatively New,0,0,1,0,0,1,174
house,sector 26,independent,6.75,2430.0,27778.0,2430.0,,,3,3,3,2.0,North-East,Moderately Old,0,0,0,0,0,1,27
house,sector 110,my home,0.34,270.0,12592.0,270.0,,,2,2,2,3.0,West,Moderately Old,0,0,0,0,0,1,22
flat,sector 106,elan the presidential,3.9,2450.0,15918.0,2450.0,,,3,3,0,20.0,,Undefined,0,0,0,0,0,1,66
flat,sector 112,experion windchants,3.65,3194.0,11428.0,2800.0,,,3,5,2,3.0,South-West,Relatively New,0,1,0,0,0,1,72
house,sector 48,vipul tatvam villa,5.5,2592.0,21219.0,2592.0,,,3,6,2,2.0,North,Moderately Old,0,1,0,0,1,2,106
flat,sector 102,shapoorji pallonji joyville gurugram,1.95,1852.0,10529.0,,,1852.0,3,3,3,10.0,North-East,Relatively New,0,0,0,0,0,1,59
flat,sector 83,vatika city homes,1.0,1740.0,5747.0,,,1740.0,3,3,2,2.0,South-East,Relatively New,0,0,1,0,0,2,174
house,sector 2,ansals palam vihar,2.75,1557.0,17662.0,1557.0,,,3,3,3,2.0,,Moderately Old,1,0,0,1,0,2,15
flat,sector 103,ansal estella,1.5,1730.0,8670.0,,1725.0,1730.0,3,3,3+,6.0,,Under Construction,0,0,0,0,0,1,58
flat,sector 102,shapoorji pallonji joyville gurugram,1.25,1266.0,9876.0,,,1215.0,2,2,2,0.0,East,Relatively New,0,0,0,0,0,1,79
flat,sector 63a,czar mahira homes 63a,0.42,567.0,7407.0,,567.0,,3,2,2,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 86,ansal heights 86,0.67,1314.0,5100.0,,,1360.0,2,2,1,10.0,,Relatively New,0,0,0,0,0,1,115
flat,sector 67a,ireo the corridors,1.85,1941.0,9531.0,1941.0,,,3,4,3,4.0,East,New Property,1,0,1,0,0,2,150
flat,sector 102,shapoorji pallonji joyville gurugram,1.26,1255.0,10041.0,,,1215.0,2,2,2,10.0,North,Relatively New,0,0,0,0,0,1,108
flat,sector 69,tulip white,0.9,1326.0,6787.0,,1326.0,,3,2,3,6.0,North-East,Relatively New,0,0,0,1,0,1,121
flat,sector 71,m3m sky lofts,0.9,683.0,13177.0,683.0,,,1,1,0,6.0,,New Property,0,0,0,0,0,1,77
flat,sector 15,cghs rail vihar,1.4,1300.0,10769.0,,1300.0,,4,3,3,3.0,East,Old Property,0,0,0,0,0,2,81
house,sector 57,ansal florence super,3.75,1620.0,23148.0,,300.0,,3,4,3,2.0,,Moderately Old,1,1,1,0,0,2,38
flat,sector 65,m3m heights,2.65,1433.0,18492.0,,,1433.0,2,2,3,4.0,North-East,New Property,1,0,0,0,0,1,38
flat,sector 85,ss,1.18,1646.0,7170.0,1630.0,1620.0,1640.0,2,2,3,4.0,West,Relatively New,0,0,0,0,0,1,49
flat,sector 86,ansal heights 86,1.3,2786.0,4666.0,,,2786.0,4,6,2,11.0,East,New Property,0,1,0,0,1,1,86
house,sector 52,ardee city,5.5,300.0,183333.0,300.0,,,9,9,3+,3.0,South,Moderately Old,0,1,0,1,1,2,26
flat,sector 56,park royal apartment,1.85,2050.0,9024.0,,2050.0,,3,4,3,7.0,,Old Property,0,1,0,0,0,1,72
flat,sector 109,ats tourmaline,2.3,2585.0,8897.0,,,2585.0,3,4,3+,10.0,East,New Property,0,1,0,0,1,1,74
flat,sector 83,vatika lifestyle homes,1.04,1825.0,5699.0,1500.0,1100.0,1755.0,3,2,2,2.0,South-West,Moderately Old,0,0,0,0,0,1,95
flat,sector 102,shapoorji pallonji joyville gurugram,1.4,1200.0,11666.0,,1200.0,1368.0,2,2,3,0.0,North,Relatively New,0,0,0,0,0,1,80
flat,gwal pahari,valley view estate,0.38,624.0,6089.0,,,624.0,1,1,1,11.0,,Moderately Old,0,0,0,0,0,1,42
flat,sector 92,sare crescent parc,0.49,998.0,4909.0,,998.0,,2,2,2,2.0,,Relatively New,0,0,0,0,0,1,96
flat,sector 84,alpha corp gurgaonone,2.24,3434.0,6523.0,,2900.0,3434.0,4,4,3,12.0,West,Relatively New,0,1,0,0,0,1,20
flat,sector 89,smart world gems,1.0,1107.0,9033.0,,1107.0,,2,2,2,1.0,,Under Construction,1,0,0,0,0,1,38
flat,sector 37d,signature global city,1.25,2055.0,6082.0,,2055.0,,3,3,3,4.0,,Under Construction,0,0,0,0,0,1,16
house,sector 56,independent,8.0,8287.0,9654.0,8286.0,,,10,10,3+,4.0,,Relatively New,1,1,0,1,0,0,107
house,sector 25,floor wise designer kothi,13.0,2700.0,48148.0,2700.0,,,12,16,3+,4.0,North-East,New Property,1,1,1,1,0,2,144
flat,sector 65,emaar mgf emerald floors premier,2.36,1650.0,14303.0,,,1650.0,3,3,3,0.0,North-East,Relatively New,1,1,0,0,0,2,159
flat,sector 92,dlf garden city floors,1.7,1980.0,8588.0,,,1630.0,3,4,2,1.0,,Under Construction,0,0,0,0,0,1,63
flat,sector 47,unitech uniworld gardens,1.05,997.0,10531.0,,997.0,,2,2,2,3.0,North-East,Relatively New,0,0,0,0,0,2,34
flat,sector 93,signature global orchard avenue,0.38,595.0,6387.0,,594.920753,,2,2,2,7.0,North,Relatively New,0,0,0,0,0,1,16
flat,sector 107,signature global solera,0.28,498.0,5623.0,,489.0,,2,2,2,14.0,North-West,Relatively New,0,0,0,0,0,1,38
flat,sohna road,signature global park,0.72,1202.0,5991.0,,,1210.0,2,2,3,3.0,North-West,Relatively New,0,0,0,1,0,1,158
house,sector 25,independent,13.0,2844.0,45710.0,2844.0,,,6,8,3+,,,Relatively New,1,1,1,1,0,0,0
flat,sector 69,tulip violet,1.44,1578.0,9125.0,,1200.0,1578.0,3,3,2,1.0,South,Relatively New,0,0,0,1,0,1,174
house,sector 28,independent,0.7,864.0,8101.0,864.0,,,4,2,0,2.0,North,Old Property,0,0,0,0,0,1,7
flat,sector 37d,bptp terra,1.5,1811.0,8282.0,,1570.0,1811.0,3,3,3,17.0,North-West,Relatively New,0,0,0,0,1,1,49
flat,sector 63,adani brahma samsara vilasa,3.35,2034.0,16470.0,,,2034.0,3,3,3+,3.0,,New Property,0,0,0,0,0,2,16
flat,sector 95,sidhartha ncr one phase,0.46,990.0,4646.0,990.0,,,2,2,0,6.0,,Undefined,0,0,0,0,0,1,0
flat,manesar,sonata group housing gh 24,1.65,2800.0,5892.0,,2800.0,,4,3,3,8.0,,New Property,0,1,0,0,0,1,20
flat,sector 90,dlf regal gardens,1.15,1818.0,6325.0,,,1818.0,3,3,3+,18.0,North-West,Relatively New,0,0,0,1,0,2,130
house,sector 67,ansal api esencia,5.46,2259.0,24170.0,2259.0,,,4,5,3+,2.0,East,Relatively New,1,0,1,1,0,2,103
flat,sector 86,microtek greenburg,1.93,2285.0,8446.0,,,2285.0,3,4,3,12.0,East,Relatively New,0,1,0,0,0,1,72
flat,sector 80,godrej frontier,1.4,2262.0,6189.0,1922.0,1634.0,2262.0,3,4,2,6.0,South,Moderately Old,0,1,0,1,0,1,111
flat,sector 33,godrej nature plus,1.5,1550.0,9677.0,,,1550.0,3,3,3,6.0,East,Under Construction,1,0,0,0,0,1,72
flat,sector 33,godrej nature plus,1.67,1590.0,10500.0,,1671.0,,3,2,2,18.0,,Under Construction,0,0,0,0,0,1,67
flat,sector 49,orchid petals,4.16,3556.0,11700.0,,,3557.0,5,4,3+,14.0,East,Relatively New,1,1,0,0,0,1,40
house,sector 25,independent,7.6,1961.0,38760.0,1935.0,,,9,9,3,4.0,East,Relatively New,1,0,1,1,0,2,84
flat,sector 54,new sathi apartments,1.59,2250.0,7066.0,2250.0,,,3,3,3+,3.0,North,Moderately Old,1,0,0,0,0,2,127
flat,sector 86,microtek greenburg,1.3,1485.0,8756.0,,,1480.0,2,2,3,10.0,,Relatively New,1,0,0,0,0,1,38
flat,sector 50,the close north,2.35,2093.0,11227.0,2000.0,1850.0,2093.0,3,3,3,8.0,North-East,Moderately Old,0,0,1,0,0,2,149
house,sector 28,suncity essel towers,8.95,5000.0,17900.0,5000.0,,,5,6,3+,4.0,,Moderately Old,0,0,0,0,0,1,0
house,sector 45,independent,16.0,4571.0,35000.0,4500.0,,,6,7,3+,3.0,East,Relatively New,1,1,1,1,0,2,105
flat,sector 89,smart world gems,1.16,1105.0,10500.0,,,1103.0,3,2,3,1.0,,New Property,1,0,0,0,0,1,49
flat,sector 49,bestech park view city,2.7,2159.0,12505.0,,,2159.0,3,4,3+,6.0,,Moderately Old,0,0,0,0,0,1,0
flat,sector 83,vatika city homes,0.75,1325.0,5660.0,,,1325.0,2,2,2,3.0,West,Relatively New,0,0,0,0,0,2,49
house,sector 7,independent,2.25,1440.0,15625.0,1440.0,,,3,3,2,2.0,North-West,Old Property,0,0,0,0,0,2,27
house,sector 50,independent,7.0,2160.0,32407.0,240.0,,,3,2,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 70,tulip ivory,2.0,2400.0,8333.0,,1950.0,2400.0,4,5,3+,7.0,North-East,Moderately Old,0,1,0,0,0,2,174
flat,sector 86,ansal heights 86,0.82,1360.0,6029.0,1300.0,1000.0,1360.0,2,2,1,12.0,,New Property,0,0,0,0,0,1,49
flat,sector 49,satya element one,0.94,671.0,14009.0,,671.0,,1,2,2,2.0,East,Undefined,0,0,0,0,0,1,0
flat,sector 65,m3m heights,2.1,1261.0,16653.0,,800.0,1261.0,2,2,3,8.0,,New Property,0,0,0,0,0,1,31
flat,sector 85,godrej air,1.75,1825.0,9589.0,1825.0,,,3,3,2,27.0,,Undefined,0,0,0,0,0,1,44
flat,sector 81,dlf the ultima,2.2,2103.0,10461.0,1570.0,1257.0,2103.0,3,3,3+,5.0,East,Relatively New,1,1,0,1,1,0,49
flat,sector 81,dlf the ultima,2.25,2132.0,10553.0,,,2132.0,3,3,3+,6.0,East,New Property,0,1,0,0,0,0,168
flat,sector 82a,dlf the primus,2.55,2273.0,11218.0,,1340.0,2273.0,4,4,3+,14.0,South-West,Relatively New,0,0,0,0,0,0,44
flat,sector 78,raheja revanta,4.75,2813.0,16885.0,2813.0,,,3,3,2,31.0,,Under Construction,0,1,0,0,0,1,100
house,sector 26,independent,20.0,4500.0,44444.0,4500.0,,,5,7,3+,3.0,West,Relatively New,0,1,0,1,0,0,97
flat,sector 37c,imperia the esfera,0.99,1800.0,5500.0,,,1815.0,3,3,1,10.0,North-East,New Property,0,1,0,0,0,1,49
flat,sector 37c,corona optus,1.25,1400.0,8928.0,,1400.0,1735.0,3,3,3,2.0,South-East,Relatively New,1,0,0,0,0,1,49
flat,sector 82a,dlf the primus,2.85,2606.0,10936.0,,1800.0,2606.0,4,4,3+,2.0,North-East,New Property,0,1,0,0,0,0,174
flat,sector 99a,pareena laxmi apartments,0.32,553.0,5786.0,,453.5,553.0,2,2,2,11.0,,New Property,0,0,0,0,0,1,66
house,sector 12,independent,0.7,1700.0,4117.0,1700.0,,,4,4,1,2.0,,Moderately Old,0,0,0,0,0,1,0
flat,sector 69,tulip violet,1.43,1609.0,8886.0,,,1608.0,3,3,2,1.0,North-West,Relatively New,0,0,0,1,0,1,86
flat,sector 43,dlf wellington estate,2.09,1430.0,14615.0,,,1430.0,3,3,2,11.0,West,Old Property,0,0,0,0,0,2,79
flat,sector 47,malibu towne,2.4,2400.0,10000.0,,2400.0,,3,3,0,0.0,West,Moderately Old,0,0,0,0,0,2,22
house,sector 69,tulip yellow,2.95,1800.0,16389.0,1800.0,,,4,3,2,3.0,North,New Property,0,0,0,1,1,0,111
flat,sector 58,ireo the grand arch,4.85,2864.0,16934.0,,2864.0,,4,5,3,23.0,North-West,Relatively New,1,1,0,1,1,2,49
house,sector 28,housing board colony,5.5,1800.0,30556.0,1800.0,,,4,3,3,2.0,North,Old Property,0,0,0,1,1,2,22
flat,sector 99a,pareena coban residences,1.23,1997.0,6159.0,,,1997.0,3,5,3,5.0,North-East,Relatively New,0,1,0,0,0,1,99
flat,sector 84,pivotal devaan,0.41,583.0,7032.0,565.0,483.0,583.0,2,2,2,10.0,East,New Property,0,0,0,0,0,2,23
flat,sector 109,sbtl caladium,1.6,2545.0,6286.0,,,2545.0,3,3,3,9.0,North,Relatively New,0,1,0,0,0,1,75
flat,sector 111,puri diplomatic greens,3.7,2950.0,12542.0,2650.0,2450.0,2950.0,4,5,3+,12.0,South-East,Relatively New,0,1,0,0,0,2,158
flat,sector 110,indiabulls enigma,3.25,3400.0,9558.0,,,3400.0,4,4,3,11.0,South,Relatively New,0,1,0,0,1,1,125
flat,sohna road,hcbs sports ville,0.32,519.0,6165.0,,519.0,,2,2,2,2.0,,New Property,0,0,0,0,0,1,37
house,sector 28,project housing board colony,2.58,1458.0,17695.0,,1300.0,,4,2,2,2.0,,Undefined,0,0,0,0,0,1,0
flat,sector 68,m3m sierra 68,1.25,1220.0,10245.0,,694.0,1220.0,2,2,3,4.0,,New Property,0,0,0,0,0,1,44
flat,sector 92,sare crescent parc,0.71,1439.0,4933.0,,1436.0,,3,3,2,6.0,,Relatively New,0,0,0,0,0,1,37
flat,sector 108,raheja the vedaanta floors,0.7,1548.0,4521.0,,1548.0,,2,2,3,1.0,,Moderately Old,0,0,0,0,0,2,0
flat,sector 95,rof ananda,0.37,644.0,5744.0,,644.111776,,3,2,1,6.0,South-East,Relatively New,0,0,0,1,0,2,72
house,sector 109,international city by sobha phase 1,6.0,2430.0,24691.0,2430.0,,,4,4,3+,2.0,North-East,Relatively New,1,1,1,1,0,1,160
flat,sector 95,rof ananda,0.2,357.0,5599.0,,366.08023899999995,,1,1,1,2.0,South-West,Relatively New,0,0,0,1,0,1,53
house,sector 55,independent,3.55,1449.0,24500.0,1449.0,,,4,4,3+,2.0,,Old Property,0,0,0,0,0,2,27
flat,sector 72,tata primanti,5.25,3355.0,15648.0,3000.0,2800.0,3355.0,4,4,3+,30.0,North-East,New Property,0,1,0,0,0,2,174
flat,sector 113,la vida by tata housing,2.4,2217.0,10825.0,1940.0,1730.0,2217.0,3,4,3+,5.0,North-East,Relatively New,0,1,0,0,0,1,49
flat,sector 37c,piedmont taksila heights,1.05,2191.0,4792.0,,,1920.0,3,3,3,7.0,,Relatively New,0,0,0,0,0,2,81
flat,sector 71,signature andour heights,0.39,396.0,9846.0,,,325.0,1,1,2,1.0,,New Property,0,0,0,0,0,1,0
house,sector 6,independent,1.25,1080.0,11574.0,120.0,,,5,5,1,2.0,South,New Property,0,0,0,1,0,1,0
flat,sector 83,vatika city homes,1.05,1225.0,8571.0,,1225.0,1740.0,3,3,3,8.0,South-East,Moderately Old,0,0,0,1,0,2,103
flat,sector 78,umang monsoon breeze,1.1,2176.0,5055.0,2176.0,,,3,3,3+,9.0,,Old Property,0,1,0,0,0,1,80
flat,sohna road,eldeco accolade,1.1,1457.0,7549.0,,,1457.0,3,2,3,13.0,,Relatively New,0,0,0,0,0,1,56
flat,sector 70,shree vardhman victoria,1.65,1950.0,8461.0,,1161.0,1950.0,3,5,3,6.0,North-East,Relatively New,0,1,0,1,0,1,167
flat,sector 92,sare crescent parc royal greens phase 1,0.95,1897.0,5007.0,,,1897.0,4,5,3+,4.0,,Moderately Old,0,1,0,0,0,1,37
flat,sector 33,godrej nature plus,1.2,1000.0,12000.0,,1000.0,,2,2,3+,3.0,North-East,Under Construction,0,0,0,0,0,1,105
flat,sector 102,emaar gurgaon greens,1.4,1650.0,8484.0,,1200.0,1650.0,3,3,3,9.0,South-West,Relatively New,0,1,0,0,0,1,49
flat,sector 63,dhoot time residency,3.0,1642.0,18271.0,1642.0,1500.0,,3,3,3+,14.0,,Relatively New,0,1,0,0,0,2,0
flat,sohna road,mvn athens,0.25,587.0,4258.0,587.0,,,2,2,1,0.0,,Relatively New,0,0,0,0,0,1,38
flat,sector 90,shree vardhman flora,0.65,1310.0,4961.0,1225.0,1075.0,1300.0,2,2,3,11.0,North-West,Relatively New,1,0,0,0,0,2,49
flat,sector 91,tarc maceo,1.9,2724.0,6975.0,,,2724.0,4,4,3,9.0,North,Relatively New,0,1,0,0,0,1,120
flat,sector 102,shapoorji pallonji joyville gurugram,0.95,915.0,10383.0,915.0,675.0,,2,2,2,14.0,,Undefined,0,0,0,0,0,1,0
flat,sector 111,m3m the tree of life,2.35,1615.0,14551.0,1615.0,,,3,3,3+,5.0,,Under Construction,0,0,0,0,0,1,0
flat,sector 102,conscient heritage max,2.0,2149.0,9306.0,1900.0,1650.0,2149.0,3,4,3+,13.0,North-East,Relatively New,1,1,0,0,0,2,174
flat,sector 111,puri diplomatic greens,3.45,2950.0,11694.0,,,2950.0,4,5,3+,9.0,North-East,Relatively New,0,1,0,0,0,1,68
flat,sector 106,paras dews,1.35,1850.0,7297.0,2100.0,1850.0,2355.0,4,4,3+,18.0,North-East,Relatively New,0,1,0,1,0,2,174
flat,sector 37c,corona optus,1.5,2358.0,6361.0,,,2358.0,3,4,3+,14.0,North-East,New Property,0,1,0,0,1,1,83
house,sector 46,independent,3.55,1449.0,24500.0,1449.0,,,5,4,3+,3.0,North-West,Moderately Old,0,1,0,0,0,2,73
flat,sector 81,vipul lavanya,1.28,1784.0,7174.0,,1784.0,,3,3,3,1.0,North-East,Moderately Old,0,1,0,1,0,2,49
house,sector 109,international city by sobha phase 1,5.85,2214.0,26423.0,2214.0,,,4,5,3+,2.0,East,Relatively New,0,1,0,0,0,2,85
house,sector 50,independent,5.0,215517.0,232.0,2.0,,,6,5,3+,2.0,,New Property,1,1,0,1,1,2,0
flat,sector 90,dlf regal gardens,1.29,1816.0,7103.0,1817.0,1816.0,1818.0,3,3,3+,12.0,South-East,Relatively New,0,1,0,0,0,1,152
flat,sector 90,dlf new town heights,1.9,2727.0,6967.0,,2300.0,2727.0,4,4,3+,19.0,North-East,Relatively New,0,1,1,0,0,2,174
flat,sector 36a,avl 36 gurgaon,0.4,392.0,10204.0,,392.0,,1,1,1,4.0,West,Relatively New,0,0,0,0,0,1,35
flat,sector 90,dlf new town heights,1.65,2364.0,6979.0,,,2364.0,4,4,3+,15.0,South-East,Moderately Old,0,1,0,0,0,2,137
flat,sector 103,indiabulls centrum park,1.34,1790.0,7486.0,,1350.0,1790.0,3,3,3+,13.0,South-East,Relatively New,1,0,0,0,0,1,93
flat,sohna road,ashiana mulberry,0.95,1465.0,6485.0,1175.97,834.96,1465.0,2,2,3+,3.0,,New Property,1,0,0,0,0,1,89
house,sector 109,international city by sobha phase 2,8.48,3600.0,23556.0,3600.0,,,4,6,3+,3.0,North-East,New Property,1,1,1,1,0,1,153
flat,sector 92,sare crescent parc royal greens phase 1,0.5,1000.0,5000.0,1000.0,999.0,,2,2,3,2.0,North-East,Undefined,0,0,0,0,0,1,0
flat,sector 65,m3m heights,1.9,1358.0,13991.0,1358.0,,,2,2,2,40.0,,Undefined,0,0,0,0,0,1,48
flat,sector 106,paras dews,1.4,2333.0,6000.0,,,1760.0,3,4,3+,12.0,,Under Construction,1,1,0,0,1,1,55
flat,sector 77,umang winter hills,1.35,1735.0,7780.0,,1199.0,1735.0,3,3,3+,7.0,,New Property,0,0,1,0,0,2,96
flat,sector 49,orchid petals,1.95,1955.0,9972.0,,,1805.0,3,3,3,2.0,East,Old Property,0,0,0,0,0,2,90
flat,sector 79,mapsko mount ville,1.3,1620.0,8024.0,,863.91,1620.0,3,3,3+,1.0,North-East,Relatively New,0,0,0,0,0,2,140
flat,sector 90,mrg world ultimus,0.5,716.0,6983.0,,716.0,,2,2,2,1.0,North-East,Under Construction,0,0,0,0,0,1,21
house,sector 105,independent,0.7,1200.0,5833.0,1200.0,,,3,2,2,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 14,independent,4.6,2250.0,20444.0,2250.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 9,independent,0.42,450.0,9333.0,450.0,,,5,3,2,2.0,,Undefined,0,0,0,0,0,1,0
house,sector 26,dlf city plots,19.0,4518.0,42054.0,4518.0,,,6,6,3,2.0,East,Relatively New,1,1,0,0,0,2,121
house,sector 26,independent,18.0,4518.0,39841.0,4518.0,,,5,4,3+,4.0,North,Moderately Old,1,1,1,1,0,2,113
house,sector 3,independent,0.6,1000.0,6000.0,1000.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 82a,vatika inxt floors,0.75,1000.0,7500.0,1000.0,650.0,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 74,m3m skywalk,2.7,2018.0,13379.0,,,2018.0,3,3,3,13.0,,New Property,0,0,1,0,0,1,92
